Slovo;Pád;Slovo2;Pád2
.;;;
Moja;nominatív;;nominatív
mama;nominatív;;nominatív
sa;;;
mi;datív;;datív
naozaj;;;
snaží;;;
vyjsť;;;
v;;;
ústrety;;;
.;;;
17;;;
.;;;
kapitola;nominatív;;nominatív
Pozvala;;;
na;;;
ňu;akuzatív;;akuzatív
Blythe;akuzatív;;akuzatív
a;;;
Ricka;akuzatív;;akuzatív
a;;;
podávala;;;
moje;akuzatív;;akuzatív
obľúbené;akuzatív;;akuzatív
jedlá;akuzatív;;akuzatív
:;;;
zemiakovú;akuzatív;;akuzatív
kašu;akuzatív;;akuzatív
,;;;
pizzu;akuzatív;;akuzatív
,;;;
celozrnný;akuzatív;;akuzatív
chlieb;akuzatív;;akuzatív
,;;;
španielske;akuzatív;;akuzatív
chimichangas;akuzatív;;akuzatív
,;;;
makaróny;akuzatív;;akuzatív
so;;;
syrom;inštrumentál;;inštrumentál
a;;;
orechový;akuzatív;;akuzatív
koláč;akuzatív;;akuzatív
.;;;
Pri;;;
pohľade;lokál;;lokál
na;;;
obidvoch;akuzatív;;akuzatív
som;;;
si;;;
spomenula;;;
na;;;
Chrisa;akuzatív;;akuzatív
.;;;
Veľmi;;;
mi;datív;;datív
chýbal;;;
.;;;
Usmiala;;;
som;;;
sa;;;
na;;;
mamu;akuzatív;;akuzatív
a;;;
štrngli;;;
sme;;;
si;;;
.;;;
O;;;
dva;akuzatív;;akuzatív
dni;akuzatív;;akuzatív
ma;akuzatív;;akuzatív
v;;;
škole;lokál;;lokál
čakali;;;
samé;nominatív;;nominatív
dobré;nominatív;;nominatív
správy;nominatív;;nominatív
.;;;
Cez;;;
obed;akuzatív;;akuzatív
som;;;
zavolala;;;
mame;datív;;datív
do;;;
práce;genitív;;genitív
.;;;
Chris;nominatív;;nominatív
už;;;
dva;akuzatív;;akuzatív
dni;akuzatív;;akuzatív
neprišiel;;;
do;;;
školy;genitív;;genitív
.;;;
Túžila;;;
som;;;
ho;akuzatív;;akuzatív
vidieť;;;
.;;;
Bola;;;
som;;;
hrdá;nominatív;;nominatív
na;;;
to;akuzatív;;akuzatív
,;;;
čo;akuzatív;;akuzatív
som;;;
za;;;
posledné;akuzatív;;akuzatív
týždne;akuzatív;;akuzatív
dokázala;;;
a;;;
chcela;;;
som;;;
sa;;;
s;;;
ním;inštrumentál;;inštrumentál
o;;;
tú;akuzatív;;akuzatív
radosť;akuzatív;;akuzatív
podeliť;;;
.;;;
Najprv;;;
som;;;
začula;;;
,;;;
ako;;;
čosi;nominatív;;nominatív
v;;;
kríkoch;lokál;;lokál
zašumelo;;;
.;;;
Vzápätí;;;
niečo;nominatív;;nominatív
vrzlo;;;
.;;;
“;;;
Blahoželám;;;
!;;;
“;;;
zvolal;;;
.;;;
Odtiahla;;;
som;;;
sa;;;
.;;;
“;;;
Veľmi;;;
si;;;
mi;datív;;datív
chýbala;;;
,;;;
Amy;nominatív;;nominatív
,;;;
“;;;
vyhŕkol;;;
.;;;
“;;;
Ty;nominatív;;nominatív
žartuješ;;;
,;;;
“;;;
zvolala;;;
som;;;
a;;;
prekvapene;;;
vyvalila;;;
oči;akuzatív;;akuzatív
.;;;
Chris;nominatív;;nominatív
pokrútil;;;
hlavou;inštrumentál;;inštrumentál
.;;;
“;;;
To;nominatív;;nominatív
je;;;
super;nominatív;;nominatív
!;;;
“;;;
zvolala;;;
som;;;
.;;;
“;;;
Presne;;;
,;;;
“;;;
odvetil;;;
Chris;nominatív;;nominatív
.;;;
Chcela;;;
som;;;
,;;;
aby;;;
bral;;;
život;akuzatív;;akuzatív
trocha;;;
vážnejšie;;;
.;;;
Chris;nominatív;;nominatív
mi;datív;;datív
stisol;;;
ruku;akuzatív;;akuzatív
.;;;
Musím;;;
sa;;;
priznať;;;
,;;;
že;;;
sa;;;
mi;datív;;datív
ten;nominatív;;nominatív
nápad;nominatív;;nominatív
ohromne;;;
páčil;;;
,;;;
hoci;;;
znel;;;
neuveriteľne;;;
.;;;
Zhlboka;;;
som;;;
sa;;;
nadýchla;;;
.;;;
“;;;
Áno;;;
,;;;
“;;;
prerušil;;;
ma;akuzatív;;akuzatív
.;;;
“;;;
Bol;;;
som;;;
sebecký;nominatív;;nominatív
a;;;
viem;;;
to;akuzatív;;akuzatív
.;;;
“;;;
Ak;;;
chceš;;;
,;;;
môžeme;;;
začať;;;
od;;;
začiatku;genitív;;genitív
,;;;
“;;;
povedal;;;
.;;;
Chytila;;;
som;;;
ho;akuzatív;;akuzatív
za;;;
ruku;akuzatív;;akuzatív
.;;;
Vážne;;;
prikývol;;;
.;;;
Chris;nominatív;;nominatív
vystrúhal;;;
grimasu;akuzatív;;akuzatív
a;;;
potom;;;
znovu;;;
prikývol;;;
.;;;
Opäť;;;
prikývol;;;
.;;;
Chris;nominatív;;nominatív
síce;;;
prikývol;;;
,;;;
ale;;;
šibalsky;;;
mu;datív;;datív
sem;;;
‐;;;
tam;;;
myklo;;;
kútikmi;inštrumentál;;inštrumentál
úst;genitív;;genitív
.;;;
Obaja;nominatív;;nominatív
sme;;;
sa;;;
usmiali;;;
,;;;
lebo;;;
nám;datív;;datív
obom;datív;;datív
bolo;;;
jasné;nominatív;;nominatív
,;;;
že;;;
naše;nominatív;;nominatív
rande;nominatív;;nominatív
nikdy;;;
nebude;;;
len;;;
také;nominatív;;nominatív
obyčajné;nominatív;;nominatív
.;;;
Ten;nominatív;;nominatív
bozk;nominatív;;nominatív
znamenal;;;
nové;akuzatív;;akuzatív
prísľuby;akuzatív;;akuzatív
.;;;
Predkladaná;nominatív;;nominatív
publikácia;nominatív;;nominatív
je;;;
doplneným;inštrumentál;;inštrumentál
a;;;
čiastočne;;;
prepracovaným;inštrumentál;;inštrumentál
textom;inštrumentál;;inštrumentál
dizertačnej;genitív;;genitív
práce;genitív;;genitív
,;;;
ktorú;akuzatív;;akuzatív
som;;;
v;;;
odbore;lokál;;lokál
Všeobecné;nominatív;;nominatív
dejiny;nominatív;;nominatív
obhájil;;;
na;;;
jar;akuzatív;;akuzatív
roku;genitív;;genitív
2000;;;
na;;;
pôde;lokál;;lokál
Filozofickej;genitív;;genitív
fakulty;genitív;;genitív
Univerzity;genitív;;genitív
Komenského;genitív;;genitív
v;;;
Bratislave;lokál;;lokál
.;;;
Tá;nominatív;;nominatív
za;;;
desaťročia;akuzatív;;akuzatív
sústredeného;genitív;;genitív
výskumu;genitív;;genitív
vyprodukovala;;;
stovky;akuzatív;;akuzatív
monografických;genitív;;genitív
a;;;
časopiseckých;genitív;;genitív
spracovaní;genitív;;genitív
danej;genitív;;genitív
témy;genitív;;genitív
.;;;
Súčasnému;datív;;datív
vedúcemu;datív;;datív
katery;genitív;;genitív
doc;;;
.;;;
M;;;
.;;;
Danišovi;datív;;datív
patrí;;;
okrem;;;
toho;genitív;;genitív
aj;;;
moje;nominatív;;nominatív
srdečné;nominatív;;nominatív
poďakovanie;nominatív;;nominatív
za;;;
vytrvalú;akuzatív;;akuzatív
a;;;
všestrannú;akuzatív;;akuzatív
podporu;akuzatív;;akuzatív
pri;;;
vydaní;lokál;;lokál
tejto;genitív;;genitív
knihy;genitív;;genitív
.;;;
Poďakovanie;nominatív;;nominatív
patrí;;;
aj;;;
posudzovateľom;datív;;datív
rukopisu;genitív;;genitív
–;;;
pánovi;datív;;datív
prof;;;
.;;;
PhDr;;;
.;;;
Richardovi;datív;;datív
Marsinovi;datív;;datív
,;;;
DrSc;;;
.;;;
a;;;
pánovi;datív;;datív
PhDr;;;
.;;;
Jánovi;datív;;datív
Steinhübelovi;datív;;datív
,;;;
CSc;;;
.;;;
,;;;
ktorí;nominatív;;nominatív
mi;datív;;datív
pomohli;;;
vylepšiť;;;
text;akuzatív;;akuzatív
svojimi;inštrumentál;;inštrumentál
cennými;inštrumentál;;inštrumentál
postrehmi;inštrumentál;;inštrumentál
.;;;
Rád;nominatív;;nominatív
by;;;
som;;;
v;;;
tomto;lokál;;lokál
poďakovaní;lokál;;lokál
spomenul;;;
všetkých;akuzatív;;akuzatív
,;;;
ktorí;nominatív;;nominatív
akoukoľvek;inštrumentál;;inštrumentál
radou;inštrumentál;;inštrumentál
či;;;
pomocou;inštrumentál;;inštrumentál
prispeli;;;
ku;;;
zrodu;datív;;datív
predkladanej;genitív;;genitív
publikácie;genitív;;genitív
.;;;
Im;datív;;datív
všetkým;datív;;datív
však;;;
patrí;;;
moja;nominatív;;nominatív
srdečná;nominatív;;nominatív
vďaka;nominatív;;nominatív
.;;;
Na;;;
úplný;akuzatív;;akuzatív
záver;akuzatív;;akuzatív
dlžím;;;
ešte;;;
jedno;akuzatív;;akuzatív
poďakovanie;akuzatív;;akuzatív
.;;;
V;;;
Bratislave;lokál;;lokál
v;;;
októbri;lokál;;lokál
2004;;;
Isté;akuzatív;;akuzatív
výhrady;akuzatív;;akuzatív
voči;;;
Závodszkého;datív;;datív
dielu;datív;;datív
sme;;;
pojali;;;
aj;;;
my;nominatív;;nominatív
.;;;
Tento;nominatív;;nominatív
komplex;nominatív;;nominatív
otázok;genitív;;genitív
–;;;
teda;;;
vzťah;nominatív;;nominatív
uhorskej;genitív;;genitív
cirkvi;genitív;;genitív
ku;;;
tzv;;;
.;;;
gregoriánskej;datív;;datív
reforme;datív;;datív
tvorí;;;
širší;akuzatív;;akuzatív
rámec;akuzatív;;akuzatív
našej;genitív;;genitív
práce;genitív;;genitív
.;;;
O;;;
nich;lokál;;lokál
,;;;
ako;;;
aj;;;
o;;;
charakteristike;lokál;;lokál
ranoarpádovských;genitív;;genitív
zákonníkov;genitív;;genitív
a;;;
synodálnych;genitív;;genitív
uznesení;genitív;;genitív
hovoríme;;;
konkrétnejšie;;;
v;;;
samostatných;lokál;;lokál
kapitolách;lokál;;lokál
.;;;
Z;;;
týchto;genitív;;genitív
vzájomných;genitív;;genitív
kontaktov;genitív;;genitív
totiž;;;
vyplývajú;;;
isté;nominatív;;nominatív
indície;nominatív;;nominatív
o;;;
tom;lokál;;lokál
,;;;
do;;;
akej;genitív;;genitív
miery;genitív;;genitív
mohli;;;
byť;;;
myšlienky;nominatív;;nominatív
rímskych;genitív;;genitív
reformátorov;genitív;;genitív
recipované;nominatív;;nominatív
uhorskou;inštrumentál;;inštrumentál
cirkvou;inštrumentál;;inštrumentál
a;;;
jej;inštrumentál;;inštrumentál
zákonodarstvom;inštrumentál;;inštrumentál
.;;;
Vo;;;
Francúzsku;lokál;;lokál
už;;;
počas;;;
panovania;genitív;;genitív
posledných;genitív;;genitív
Karolovcov;genitív;;genitív
zanikla;;;
silná;nominatív;;nominatív
ústredná;nominatív;;nominatív
panovnícka;nominatív;;nominatív
moc;nominatív;;nominatív
.;;;
Vďaka;;;
tomu;datív;;datív
sa;;;
tu;;;
až;;;
do;;;
obludných;genitív;;genitív
rozmerov;genitív;;genitív
rozrástlo;;;
uplatňovanie;nominatív;;nominatív
tzv;;;
.;;;
práva;genitív;;genitív
vlastníckej;genitív;;genitív
cirkvi;genitív;;genitív
.;;;
Navyše;;;
,;;;
koniec;nominatív;;nominatív
9;;;
.;;;
a;;;
veľká;nominatív;;nominatív
časť;nominatív;;nominatív
10;;;
.;;;
storočia;genitív;;genitív
predstavujú;;;
aj;;;
vrchol;akuzatív;;akuzatív
úpadku;genitív;;genitív
stredovekého;genitív;;genitív
pápežstva;genitív;;genitív
.;;;
V;;;
reformnom;lokál;;lokál
hnutí;lokál;;lokál
v;;;
10;;;
.;;;
a;;;
11;;;
.;;;
storočí;lokál;;lokál
musíme;;;
zreteľne;;;
odlíšiť;;;
dve;akuzatív;;akuzatív
základné;akuzatív;;akuzatív
línie;akuzatív;;akuzatív
–;;;
staršiu;akuzatív;;akuzatív
reformu;akuzatív;;akuzatív
monastickú;akuzatív;;akuzatív
a;;;
mladšiu;akuzatív;;akuzatív
reformu;akuzatív;;akuzatív
rímsku;akuzatív;;akuzatív
,;;;
resp;;;
.;;;
pápežskú;akuzatív;;akuzatív
.;;;
Monastická;nominatív;;nominatív
reforma;nominatív;;nominatív
mala;;;
viacero;akuzatív;;akuzatív
od;;;
seba;genitív;;genitív
nezávislých;genitív;;genitív
stredísk;genitív;;genitív
.;;;
Za;;;
opáta;genitív;;genitív
Odona;genitív;;genitív
,;;;
Bernonovho;genitív;;genitív
nástupcu;genitív;;genitív
,;;;
sa;;;
potom;;;
vytvorili;;;
predpoklady;nominatív;;nominatív
,;;;
aby;;;
sa;;;
Cluny;nominatív;;nominatív
stalo;;;
strediskom;inštrumentál;;inštrumentál
skupiny;genitív;;genitív
kláštorov;genitív;;genitív
.;;;
Toto;nominatív;;nominatív
pápežské;nominatív;;nominatív
privilégium;nominatív;;nominatív
bolo;;;
vlastne;;;
uznaním;inštrumentál;;inštrumentál
,;;;
že;;;
Cluny;nominatív;;nominatív
sú;;;
centrom;inštrumentál;;inštrumentál
okolo;;;
neho;genitív;;genitív
vytvorenej;genitív;;genitív
skupiny;genitív;;genitív
kláštorov;genitív;;genitív
,;;;
teda;;;
právnym;inštrumentál;;inštrumentál
podkladom;inštrumentál;;inštrumentál
existencie;genitív;;genitív
takéhoto;genitív;;genitív
spoločenstva;genitív;;genitív
rehoľných;genitív;;genitív
domov;genitív;;genitív
.;;;
Spomínaní;nominatív;;nominatív
clunyjskí;nominatív;;nominatív
opáti;nominatív;;nominatív
boli;;;
osobnosťami;inštrumentál;;inštrumentál
s;;;
mimoriadnymi;inštrumentál;;inštrumentál
osobnostnými;inštrumentál;;inštrumentál
kvalitami;inštrumentál;;inštrumentál
a;;;
veľkou;inštrumentál;;inštrumentál
morálnou;inštrumentál;;inštrumentál
autoritou;inštrumentál;;inštrumentál
.;;;
Podstatou;inštrumentál;;inštrumentál
clunyjskej;genitív;;genitív
reformy;genitív;;genitív
bolo;;;
spočiatku;;;
(;;;
za;;;
Bernona;genitív;;genitív
);;;
obnovenie;nominatív;;nominatív
bezvýhradného;genitív;;genitív
dodržiavania;genitív;;genitív
princípov;genitív;;genitív
Regule;genitív;;genitív
sv;;;
.;;;
Benedikta;genitív;;genitív
.;;;
V;;;
dôsledku;lokál;;lokál
toho;genitív;;genitív
sa;;;
druhá;nominatív;;nominatív
zložka;nominatív;;nominatív
benediktínskeho;genitív;;genitív
mníšskeho;genitív;;genitív
života;genitív;;genitív
–;;;
fyzická;nominatív;;nominatív
práca;nominatív;;nominatív
–;;;
dostala;;;
úplne;;;
do;;;
úzadia;genitív;;genitív
.;;;
Dolnolotrinská;nominatív;;nominatív
reforma;nominatív;;nominatív
sa;;;
viaže;;;
predovšetkým;;;
k;;;
pôsobeniu;datív;;datív
Gerharda;genitív;;genitív
.;;;
Jeho;nominatív;;nominatív
kláštor;nominatív;;nominatív
musel;;;
mať;;;
dobrú;akuzatív;;akuzatív
povesť;akuzatív;;akuzatív
,;;;
lebo;;;
ako;;;
lotrinský;nominatív;;nominatív
vojvoda;nominatív;;nominatív
,;;;
tak;;;
aj;;;
flámsky;nominatív;;nominatív
markgróf;nominatív;;nominatív
mu;datív;;datív
odovzdali;;;
viaceré;akuzatív;;akuzatív
kláštory;akuzatív;;akuzatív
,;;;
aby;;;
v;;;
nich;lokál;;lokál
obnovil;;;
rehoľný;akuzatív;;akuzatív
život;akuzatív;;akuzatív
podľa;;;
reformných;genitív;;genitív
princípov;genitív;;genitív
.;;;
Šance;akuzatív;;nominatív
na;;;
zachovanie;akuzatív;;akuzatív
výsledkov;genitív;;genitív
tunajších;genitív;;genitív
reforiem;genitív;;genitív
boli;;;
lepšie;;;nominatív
ako;;;
v;;;
Dolnom;lokál;;lokál
Lotrinsku;lokál;;lokál
,;;;
lebo;;;
tieto;nominatív;;nominatív
reformné;nominatív;;nominatív
strediská;nominatív;;nominatív
požívali;;;
citeľnú;akuzatív;;akuzatív
podporu;akuzatív;;akuzatív
svetskej;genitív;;genitív
aristokracie;genitív;;genitív
.;;;
Samo;nominatív;;nominatív
Gorze;nominatív;;nominatív
sa;;;
na;;;
začiatku;lokál;;lokál
11;;;
.;;;
storočia;genitív;;genitív
dostalo;;;
vďaka;;;
zásahu;datív;;datív
svojho;genitív;;genitív
diecézneho;genitív;;genitív
biskupa;genitív;;genitív
do;;;
rúk;genitív;;genitív
clunyjského;genitív;;genitív
reformátora;genitív;;genitív
Viliama;genitív;;genitív
z;;;
Dijonu;genitív;;genitív
.;;;
Nilus;nominatív;;nominatív
bol;;;
skôr;;;
predstaviteľom;inštrumentál;;inštrumentál
východného;genitív;;genitív
typu;genitív;;genitív
mnícha;genitív;;genitív
,;;;
v;;;
osobe;lokál;;lokál
ktorého;genitív;;genitív
sa;;;
spájala;;;
vysoká;nominatív;;nominatív
miera;nominatív;;nominatív
asketizmu;genitív;;genitív
s;;;
rovnako;;;
vysokou;inštrumentál;;inštrumentál
úrovňou;inštrumentál;;inštrumentál
vzdelanosti;genitív;;genitív
a;;;
kvality;genitív;;genitív
duchovného;genitív;;genitív
života;genitív;;genitív
.;;;
Hľadajúc;akuzatív;;
osamotenosť;akuzatív;;akuzatív
založil;;;
niekoľko;akuzatív;;akuzatív
pustovní;genitív;;genitív
,;;;
no;;;
pod;;;
vplyvom;inštrumentál;;inštrumentál
Ota;genitív;;genitív
III;;;
.;;;
prevzal;;;
vedenie;akuzatív;;akuzatív
rímskeho;genitív;;genitív
kláštora;genitív;;genitív
Tre;;;
Fontane;nominatív;;nominatív
.;;;
Bol;;;
rehoľníkom;inštrumentál;;inštrumentál
v;;;
niekoľkých;lokál;;lokál
kláštoroch;lokál;;lokál
v;;;
Itálii;lokál;;lokál
i;;;
Hispánii;lokál;;lokál
,;;;
no;;;
oveľa;;;
viac;;;
ho;akuzatív;;akuzatív
priťahoval;;;
eremitský;nominatív;;nominatív
spôsob;nominatív;;nominatív
života;genitív;;genitív
.;;;
Konkrétnym;datív;;datív
formám;datív;;datív
tohto;genitív;;genitív
boja;genitív;;genitív
za;;;
slobodu;akuzatív;;akuzatív
cirkvi;genitív;;genitív
počas;;;
reformy;genitív;;genitív
sa;;;
budeme;;;
venovať;;;
neskôr;;;
.;;;
Zároveň;;;
však;;;
Cluny;nominatív;;nominatív
urobilo;;;
veľký;akuzatív;;akuzatív
krok;akuzatív;;akuzatív
na;;;
ceste;lokál;;lokál
k;;;
libertas;akuzatív;;
,;;;
lebo;;;
vytvorilo;;;
spoločenstvo;akuzatív;;akuzatív
(;;;
zväčša;;;
);;;
úplne;;;
slobodných;genitív;;genitív
kláštorov;genitív;;genitív
,;;;
ktoré;nominatív;;nominatív
nepodliehali;;;
laikom;datív;;datív
.;;;
Ako;;;
sme;;;
už;;;
spomenuli;;;
,;;;
clunyjská;nominatív;;nominatív
reforma;nominatív;;nominatív
sa;;;
dostala;;;
aj;;;
do;;;
Lotrinska;genitív;;genitív
.;;;
V;;;
tom;lokál;;lokál
čase;lokál;;lokál
bol;;;
taký;nominatív;;nominatív
postoj;nominatív;;nominatív
niečím;inštrumentál;;inštrumentál
úplne;;;
novým;inštrumentál;;inštrumentál
.;;;
Nemecký;nominatív;;nominatív
kráľ;nominatív;;nominatív
Henrich;nominatív;;nominatív
III;;;
.;;;
sa;;;
v;;;
lete;lokál;;lokál
nasledujúceho;genitív;;genitív
roku;genitív;;genitív
vydal;;;
do;;;
Ríma;genitív;;genitív
,;;;
aby;;;
sa;;;
dal;;;
korunovať;;;
za;;;
cisára;akuzatív;;akuzatív
.;;;
V;;;
Piacenze;lokál;;lokál
sa;;;
stretol;;;
s;;;
novým;inštrumentál;;inštrumentál
pápežom;inštrumentál;;inštrumentál
(;;;
Gregorom;inštrumentál;;inštrumentál
VI;;;
.;;;
);;;
a;;;
prijal;;;
ho;akuzatív;;akuzatív
s;;;
náležitými;inštrumentál;;inštrumentál
poctami;inštrumentál;;inštrumentál
.;;;
Budúci;nominatív;;nominatív
pápež;nominatív;;nominatív
však;;;
podmienil;;;
svoj;akuzatív;;akuzatív
nástup;akuzatív;;akuzatív
do;;;
úradu;genitív;;genitív
–;;;
a;;;
to;nominatív;;nominatív
bolo;;;
v;;;
súdobých;lokál;;lokál
podmienkach;lokál;;lokál
niečím;inštrumentál;;inštrumentál
úplne;;;
novým;inštrumentál;;inštrumentál
–;;;
vykonaním;inštrumentál;;inštrumentál
regulárnej;genitív;;genitív
voľby;genitív;;genitív
klérom;inštrumentál;;inštrumentál
a;;;
ľudom;inštrumentál;;inštrumentál
Ríma;genitív;;genitív
.;;;
Nimi;inštrumentál;;inštrumentál
vysvätení;nominatív;;nominatív
kňazi;nominatív;;nominatív
teda;;;
nie;;;
sú;;;
právoplatne;;;
vysvätenými;inštrumentál;;inštrumentál
a;;;
nemôžu;;;
teda;;;
veriacim;datív;;datív
sprostredkovať;;;
dary;akuzatív;;akuzatív
Ducha;genitív;;genitív
Svätého;genitív;;genitív
.;;;
V;;;
konečnom;lokál;;lokál
dôsledku;lokál;;lokál
je;;;
takto;;;
ohrozené;nominatív;;nominatív
spasenie;nominatív;;nominatív
veriaceho;genitív;;genitív
ľudu;genitív;;genitív
.;;;
Tento;nominatív;;nominatív
spor;nominatív;;nominatív
nemal;;;
priamy;akuzatív;;akuzatív
dopad;akuzatív;;akuzatív
na;;;
reformu;akuzatív;;akuzatív
.;;;
Tým;inštrumentál;;inštrumentál
výrazne;;;
prispeli;;;
ku;;;
vzniku;datív;;datív
učenia;genitív;;genitív
o;;;
transsubstanciácii;lokál;;lokál
.;;;
Dosadzovanie;nominatív;;nominatív
duchovných;genitív;;genitív
do;;;
úradov;genitív;;genitív
laikmi;inštrumentál;;inštrumentál
bolo;;;
bežnou;inštrumentál;;inštrumentál
praxou;inštrumentál;;inštrumentál
raného;genitív;;genitív
stredoveku;genitív;;genitív
.;;;
Súviselo;;;
to;nominatív;;nominatív
jednak;;;
s;;;
už;;;
spomenutým;inštrumentál;;inštrumentál
rozvinutým;inštrumentál;;inštrumentál
fungovaním;inštrumentál;;inštrumentál
systému;genitív;;genitív
vlastníckych;genitív;;genitív
kostolov;genitív;;genitív
a;;;
kláštorov;genitív;;genitív
a;;;
jednak;;;
s;;;
existenciou;inštrumentál;;inštrumentál
otónsko;;;
-;;;
sálskeho;genitív;;genitív
ríšskeho;genitív;;genitív
cirkevného;genitív;;genitív
systému;genitív;;genitív
v;;;
Nemecku;lokál;;lokál
.;;;
Z;;;
hľadiska;genitív;;genitív
reformátorov;genitív;;genitív
bol;;;
tento;nominatív;;nominatív
fakt;nominatív;;nominatív
jednou;inštrumentál;;inštrumentál
z;;;
najvážnejších;genitív;;genitív
prekážok;genitív;;genitív
na;;;
ceste;lokál;;lokál
k;;;
dosiahnutiu;datív;;datív
slobody;genitív;;genitív
cirkvi;genitív;;genitív
.;;;
Našla;;;
ho;akuzatív;;akuzatív
v;;;
novo;;;
poňatom;lokál;;lokál
úrade;lokál;;lokál
pápeža;genitív;;genitív
.;;;
Už;;;
sme;;;
spomenuli;;;
,;;;
že;;;
pápežský;nominatív;;nominatív
úrad;nominatív;;nominatív
bol;;;
v;;;
desaťročiach;lokál;;lokál
pred;;;
reformou;inštrumentál;;inštrumentál
v;;;
hlbokej;lokál;;lokál
kríze;lokál;;lokál
.;;;
Lev;nominatív;;nominatív
IX;;;
.;;;
a;;;
jeho;nominatív;;nominatív
nástupcovia;nominatív;;nominatív
sa;;;
teda;;;
snažili;;;
cirkev;akuzatív;;akuzatív
už;;;
skutočne;;;
riadiť;;;
.;;;
Plnenie;nominatív;;nominatív
týchto;genitív;;genitív
nových;genitív;;genitív
úloh;genitív;;genitív
vyvolalo;;;
viacero;akuzatív;;akuzatív
závažných;genitív;;genitív
zmien;genitív;;genitív
.;;;
Títo;nominatív;;nominatív
reformne;;;
naladení;nominatív;;nominatív
klerici;nominatív;;nominatív
sa;;;
stali;;;
najbližšími;inštrumentál;;inštrumentál
pápežovými;inštrumentál;;inštrumentál
spolupracovníkmi;inštrumentál;;inštrumentál
a;;;
poradcami;inštrumentál;;inštrumentál
.;;;
Zdôrazňoval;;;
pritom;;;
výsadné;akuzatív;;akuzatív
postavenie;akuzatív;;akuzatív
apoštolom;inštrumentál;;inštrumentál
Petrom;inštrumentál;;inštrumentál
založenej;genitív;;genitív
rímskej;genitív;;genitív
cirkvi;genitív;;genitív
a;;;
Apoštolského;genitív;;genitív
stolca;genitív;;genitív
.;;;
Kráľ;nominatív;;nominatív
nebol;;;
v;;;
očiach;lokál;;lokál
súčasníkov;genitív;;genitív
obyčajným;inštrumentál;;inštrumentál
laikom;inštrumentál;;inštrumentál
.;;;
Žiaden;nominatív;;nominatív
z;;;
pápežov;genitív;;genitív
pred;;;
Gregorom;inštrumentál;;inštrumentál
VII;;;
.;;;
nešiel;;;
do;;;
priamej;genitív;;genitív
konfrontácie;genitív;;genitív
s;;;
najvyšším;inštrumentál;;inštrumentál
reprezentantom;inštrumentál;;inštrumentál
svetskej;genitív;;genitív
moci;genitív;;genitív
.;;;
Rímska;nominatív;;nominatív
cirkev;nominatív;;nominatív
a;;;
jej;nominatív;;nominatív
biskup;nominatív;;nominatív
na;;;
základe;lokál;;lokál
tohto;genitív;;genitív
výnimočného;genitív;;genitív
postavenia;genitív;;genitív
disponovali;;;
autoritou;inštrumentál;;inštrumentál
,;;;
ktorej;datív;;datív
bol;;;
každý;nominatív;;nominatív
povinný;nominatív;;nominatív
preukazovať;;;
absolútnu;akuzatív;;akuzatív
poslušnosť;akuzatív;;akuzatív
.;;;
Účinok;nominatív;;nominatív
exkomunikácie;genitív;;genitív
bol;;;
nevídaný;nominatív;;nominatív
.;;;
Prirodzene;;;
,;;;
udalosti;nominatív;;nominatív
okolo;;;
Canossy;genitív;;genitív
boli;;;
len;;;
začiatkom;inštrumentál;;inštrumentál
úsilia;genitív;;genitív
o;;;
presadenie;akuzatív;;akuzatív
takéhoto;genitív;;genitív
usporiadania;genitív;;genitív
sveta;genitív;;genitív
.;;;
Žiadne;akuzatív;;akuzatív
údaje;akuzatív;;akuzatív
o;;;
prípadných;lokál;;lokál
ďalších;lokál;;lokál
tunajších;lokál;;lokál
aktivitách;lokál;;lokál
Leva;genitív;;genitív
IX;;;
.;;;
,;;;
napríklad;;;
o;;;
snahách;lokál;;lokál
presadzovť;;;
refory;akuzatív;;akuzatív
,;;;
k;;;
dispozícii;datív;;datív
nemáme;;;
.;;;
V;;;
prvých;lokál;;lokál
listoch;lokál;;lokál
reaguje;;;
na;;;
uhorskú;akuzatív;;akuzatív
vnútropolitickú;akuzatív;;akuzatív
situáciu;akuzatív;;akuzatív
,;;;
keď;;;
prebiehali;;;
boje;nominatív;;nominatív
medzi;;;
Gejzom;inštrumentál;;inštrumentál
a;;;
Šalamúnom;inštrumentál;;inštrumentál
o;;;
uhorský;akuzatív;;akuzatív
trón;akuzatív;;akuzatív
.;;;
V;;;
Gregorovom;lokál;;lokál
ponímaní;lokál;;lokál
by;;;
to;nominatív;;nominatív
znamenalo;;;
komendovanie;akuzatív;;akuzatív
Uhorska;genitív;;genitív
sv;;;
.;;;
Petrovi;datív;;datív
,;;;
ktorého;genitív;;genitív
nástupca;nominatív;;nominatív
by;;;
vládcovi;datív;;datív
krajiny;genitív;;genitív
udelil;;;
kráľovskú;akuzatív;;akuzatív
korunu;akuzatív;;akuzatív
.;;;
Gregorove;nominatív;;nominatív
nádeje;nominatív;;nominatív
sa;;;
za;;;
Gejzovho;genitív;;genitív
panovania;genitív;;genitív
nesplnili;;;
.;;;
Je;;;
isté;nominatív;;nominatív
,;;;
že;;;
v;;;
Ríme;lokál;;lokál
reformných;genitív;;genitív
pápežov;genitív;;genitív
žilo;;;
presvedčenie;nominatív;;nominatív
o;;;
podriadenosti;lokál;;lokál
Uhorska;genitív;;genitív
Rímu;datív;;datív
.;;;
Gregor;nominatív;;nominatív
VII;;;
.;;;
,;;;
aby;;;
toto;akuzatív;;akuzatív
