Slovo;Pád;Slovo2;Pád2
hrubé;akuzatív;hrubé;akuzatív
.;;.;
"""";;"""";
A;;A;
kto;nominatív;kto;nominatív
ťa;akuzatív;ťa;akuzatív
udal;;udal;
?;;?;
"""";;"""";
opýtal;;opýtal;
sa;;sa;
Winston;nominatív;Winston;nominatív
.;;.;
Začula;;Začula;
ma;akuzatív;ma;akuzatív
a;;a;
hneď;;hneď;
na;;na;
druhý;akuzatív;druhý;akuzatív
deň;akuzatív;deň;akuzatív
mastila;;mastila;
k;;k;
hliadke;datív;hliadke;datív
.;;.;
A;;A;
svoje;akuzatív;svoje;akuzatív
veľké;akuzatív;veľké;akuzatív
zadosťučinenie;akuzatív;zadosťučinenie;akuzatív
strčil;;strčil;
do;;do;
záchodovej;genitív;záchodovej;genitív
misy;genitív;misy;genitív
.;;.;
Odkry;;Odkry;
si;;si;
tvár;akuzatív;tvár;akuzatív
!;;!;
Winston;nominatív;Winston;nominatív
si;;si;
odkryl;;odkryl;
tvár;akuzatív;tvár;akuzatív
.;;.;
Parsons;nominatív;Parsons;nominatív
použil;;použil;
záchod;akuzatív;záchod;akuzatív
hlučne;;hlučne;
a;;a;
vrchovate;;vrchovate;
.;;.;
Parsonsa;akuzatív;Parsonsa;akuzatív
odviedli;;odviedli;
.;;.;
Prichádzali;;Prichádzali;
a;;a;
záhadne;;záhadne;
odchádzali;;odchádzali;
ďalší;nominatív;ďalší;nominatív
väzni;nominatív;väzni;nominatív
.;;.;
Pripomínala;;Pripomínala;
lebku;akuzatív;lebku;akuzatív
umrlca;genitív;umrlca;genitív
.;;.;
Napokon;;Napokon;
vstal;;vstal;
,;;,;
tackavo;;tackavo;
a;;a;
hojdavo;;hojdavo;
prešiel;;prešiel;
celou;inštrumentál;celou;inštrumentál
,;;,;
hlboko;;hlboko;
ponoril;;ponoril;
ruku;akuzatív;ruku;akuzatív
do;;do;
vrecka;genitív;vrecka;genitív
na;;na;
kombinéze;lokál;kombinéze;lokál
a;;a;
s;;s;
rozpačitým;inštrumentál;rozpačitým;inštrumentál
výrazom;inštrumentál;výrazom;inštrumentál
podal;;podal;
mužovi;datív;mužovi;datív
s;;s;
umrlčou;inštrumentál;umrlčou;inštrumentál
tvárou;inštrumentál;tvárou;inštrumentál
ufúľaný;akuzatív;ufúľaný;akuzatív
kúsok;akuzatív;kúsok;akuzatív
chleba;genitív;chleba;genitív
.;;.;
Z;;Z;
televíznej;genitív;televíznej;genitív
obrazovky;genitív;obrazovky;genitív
zaznel;;zaznel;
zúrivý;nominatív;zúrivý;nominatív
,;;,;
ohlušujúci;nominatív;ohlušujúci;nominatív
rev;nominatív;rev;nominatív
.;;.;
Muž;nominatív;Muž;nominatív
bez;;bez;
brady;genitív;brady;genitív
spustil;;spustil;
chlieb;akuzatív;chlieb;akuzatív
na;;na;
podlahu;akuzatív;podlahu;akuzatív
.;;.;
Muž;nominatív;Muž;nominatív
bez;;bez;
brady;genitív;brady;genitív
počúvol;;počúvol;
.;;.;
Chvíľu;;Chvíľu;akuzatív
tam;;tam;
ležal;;ležal;
akoby;;akoby;
omráčený;nominatív;omráčený;nominatív
,;;,;
pričom;;pričom;
mu;datív;mu;datív
z;;z;
úst;genitív;úst;genitív
a;;a;
z;;z;
nosa;genitív;nosa;genitív
stekal;;stekal;
pruh;nominatív;pruh;nominatív
tmavej;genitív;tmavej;genitív
krvi;genitív;krvi;genitív
.;;.;
V;;V;
prúde;lokál;prúde;lokál
krvi;genitív;krvi;genitív
a;;a;
slín;genitív;slín;genitív
mu;datív;mu;datív
z;;z;
úst;genitív;úst;genitív
vypadli;;vypadli;
dve;nominatív;dve;nominatív
polovice;nominatív;polovice;nominatív
zubnej;genitív;zubnej;genitív
protézy;genitív;protézy;genitív
.;;.;
Chvíľami;;Chvíľami;
mu;datív;mu;datív
na;;na;
náprsenku;akuzatív;náprsenku;akuzatív
kombinézy;genitív;kombinézy;genitív
kvapol;;kvapol;
pramienok;nominatív;pramienok;nominatív
krvi;genitív;krvi;genitív
.;;.;
Rozhodne;;Rozhodne;
a;;a;
bezpochyby;;bezpochyby;
ozelenela;;ozelenela;
.;;.;
Odstreľte;;Odstreľte;
ma;akuzatív;ma;akuzatív
!;;!;
Obeste;;Obeste;
ma;akuzatív;ma;akuzatív
!;;!;
Mám;;Mám;
ženu;akuzatív;ženu;akuzatív
a;;a;
tri;akuzatív;tri;akuzatív
deti;akuzatív;deti;akuzatív
.;;.;
Vystrelil;;Vystrelil;
vychudnutú;akuzatív;vychudnutú;akuzatív
ruku;akuzatív;ruku;akuzatív
.;;.;
Násilne;;Násilne;
ho;akuzatív;ho;akuzatív
postavili;;postavili;
na;;na;
nohy;akuzatív;nohy;akuzatív
.;;.;
Ak;;Ak;
muža;akuzatív;muža;akuzatív
s;;s;
tvárou;inštrumentál;tvárou;inštrumentál
umrlca;genitív;umrlca;genitív
odviedli;;odviedli;
o;;o;
polnoci;lokál;polnoci;lokál
,;;,;
bolo;;bolo;
ráno;;ráno;nominatív
,;;,;
ak;;ak;
ráno;;ráno;
,;;,;
bolo;;bolo;
popoludnie;nominatív;popoludnie;nominatív
.;;.;
Kúsok;nominatív;Kúsok;nominatív
chleba;genitív;chleba;genitív
ešte;;ešte;
stále;;stále;
ležal;;ležal;
tam;;tam;
,;;,;
kam;;kam;
ho;akuzatív;ho;akuzatív
odhodil;;odhodil;
muž;nominatív;muž;nominatív
bez;;bez;
brady;genitív;brady;genitív
.;;.;
V;;V;
ústach;lokál;ústach;lokál
cítil;;cítil;
lepkavú;akuzatív;lepkavú;akuzatív
a;;a;
odpornú;akuzatív;odpornú;akuzatív
pachuť;akuzatív;pachuť;akuzatív
.;;.;
Niekedy;;Niekedy;
s;;s;
chabou;inštrumentál;chabou;inštrumentál
nádejou;inštrumentál;nádejou;inštrumentál
myslel;;myslel;
na;;na;
O;;O;
';;';
Briena;akuzatív;Briena;akuzatív
a;;a;
žiletku;akuzatív;žiletku;akuzatív
.;;.;
Winston;nominatív;Winston;nominatív
vyskočil;;vyskočil;
na;;na;
rovné;akuzatív;rovné;akuzatív
nohy;akuzatív;nohy;akuzatív
.;;.;
Ten;nominatív;Ten;nominatív
pohľad;nominatív;pohľad;nominatív
ho;akuzatív;ho;akuzatív
tak;;tak;
ohúril;;ohúril;
,;;,;
že;;že;
zabudol;;zabudol;
na;;na;
akúkoľvek;akuzatív;akúkoľvek;akuzatív
opatrnosť;akuzatív;opatrnosť;akuzatív
.;;.;
Prvý;akuzatív;Prvý;akuzatív
raz;akuzatív;raz;akuzatív
po;;po;
mnohých;lokál;mnohých;lokál
rokoch;lokál;rokoch;lokál
zabudol;;zabudol;
na;;na;
všadeprítomnú;akuzatív;všadeprítomnú;akuzatív
televíznu;akuzatív;televíznu;akuzatív
obrazovku;akuzatív;obrazovku;akuzatív
.;;.;
Ustúpil;;Ustúpil;
stranou;inštrumentál;stranou;
.;;.;
Ty;nominatív;Ty;nominatív
si;;si;
to;akuzatív;to;akuzatív
vedel;;vedel;
--;;--;
odnepamäti;;odnepamäti;
si;;si;
to;akuzatív;to;akuzatív
vedel;;vedel;
.;;.;
"""";;"""";
Áno;;Áno;
,;;,;
teraz;;teraz;
videl;;videl;
,;;,;
že;;že;
to;akuzatív;to;akuzatív
odnepamäti;;odnepamäti;
vedel;;vedel;
.;;.;
Lakeť;nominatív;Lakeť;nominatív
!;;!;
Od;;Od;
chvíle;genitív;chvíle;genitív
,;;,;
keď;;keď;
ho;akuzatív;ho;akuzatív
uväznili;;uväznili;
,;;,;
nepoznal;;nepoznal;
,;;,;
čo;nominatív;čo;nominatív
je;;je;
tma;nominatív;tma;nominatív
a;;a;
čo;nominatív;čo;nominatív
denné;nominatív;denné;nominatív
svetlo;nominatív;svetlo;nominatív
.;;.;
Navyše;;Navyše;
,;;,;
jeho;nominatív;jeho;nominatív
spomienky;nominatív;spomienky;nominatív
neboli;;neboli;
súvislé;nominatív;súvislé;nominatív
.;;.;
Priznanie;nominatív;Priznanie;nominatív
bolo;;bolo;
len;;len;
formalitou;inštrumentál;formalitou;inštrumentál
,;;,;
zato;;zato;
mučenie;nominatív;mučenie;nominatív
bolo;;bolo;
ozajstné;nominatív;ozajstné;nominatív
.;;.;
Musím;;Musím;
vydržať;;vydržať;
dovtedy;;dovtedy;
,;;,;
keď;;keď;
sa;;sa;
bolesť;nominatív;bolesť;nominatív
nebude;;nebude;
dať;;dať;
vydržať;;vydržať;
.;;.;
Niekedy;;Niekedy;
mu;datív;mu;datív
dali;;dali;
aj;;aj;
dlhšie;;dlhšie;
pokoj;akuzatív;pokoj;akuzatív
na;;na;
zotavenie;akuzatív;zotavenie;akuzatív
.;;.;
Navyše;;Navyše;
,;;,;
do;;do;
istej;genitív;istej;genitív
miery;genitív;miery;genitív
to;nominatív;to;nominatív
bola;;bola;
pravda;nominatív;pravda;nominatív
.;;.;
Vonku;;Vonku;
zaznel;;zaznel;
dupot;nominatív;dupot;nominatív
ťažkých;genitív;ťažkých;genitív
čižiem;genitív;čižiem;genitív
.;;.;
Bol;;Bol;
mučiteľ;nominatív;mučiteľ;nominatív
,;;,;
bol;;bol;
ochranca;nominatív;ochranca;nominatív
,;;,;
bol;;bol;
inkvizítor;nominatív;inkvizítor;nominatív
,;;,;
bol;;bol;
priateľ;nominatív;priateľ;nominatív
.;;.;
Nastal;;Nastal;
bod;nominatív;bod;nominatív
obratu;genitív;obratu;genitív
.;;.;
Winston;nominatív;Winston;nominatív
neodvetil;;neodvetil;
.;;.;
Si;;Si;
nepríčetný;nominatív;nepríčetný;nominatív
.;;.;
Máš;;Máš;
poškodenú;akuzatív;poškodenú;akuzatív
pamäť;akuzatív;pamäť;akuzatív
.;;.;
Nevládal;;Nevládal;
odtrhnúť;;odtrhnúť;
oči;akuzatív;oči;akuzatív
od;;od;
ciferníka;genitív;ciferníka;genitív
.;;.;
Boli;;Boli;
sme;;sme;
spojenci;nominatív;spojenci;nominatív
.;;.;
Vojnu;akuzatív;Vojnu;akuzatív
sme;;sme;
viedli;;viedli;
s;;s;
Euroáziou;inštrumentál;Euroáziou;inštrumentál
.;;.;
V;;V;
náprotivnej;lokál;náprotivnej;lokál
stene;lokál;stene;lokál
bol;;bol;
pamäťový;nominatív;pamäťový;nominatív
otvor;nominatív;otvor;nominatív
.;;.;
Nejestvuje;;Nejestvuje;
.;;.;
"""";;"""";
Práveže;;Práveže;
jestvovala;;jestvovala;
!;;!;
Jestvuje;;Jestvuje;
!;;!;
Jestvuje;;Jestvuje;
v;;v;
pamäti;lokál;pamäti;lokál
.;;.;
Winstona;akuzatív;Winstona;genitív
sa;;sa;
zmocnila;;zmocnila;
úzkosť;nominatív;úzkosť;nominatív
.;;.;
Winstona;akuzatív;Winstona;genitív
sa;;sa;
opäť;;opäť;
zmocnil;;zmocnil;
pocit;nominatív;pocit;nominatív
bezmocnosti;genitív;bezmocnosti;genitív
.;;.;
Vrhol;;Vrhol;
pohľad;akuzatív;pohľad;akuzatív
na;;na;
ciferník;akuzatív;ciferník;akuzatív
.;;.;
Vyslovím;;Vyslovím;
sa;;sa;
presnejšie;;presnejšie;
.;;.;
Položil;;Položil;
ruku;akuzatív;ruku;akuzatív
na;;na;
ciferník;akuzatív;ciferník;akuzatív
.;;.;
Koniec;nominatív;Koniec;nominatív
slova;genitív;slova;genitív
zanikol;;zanikol;
v;;v;
záchvate;lokál;záchvate;lokál
bolesti;genitív;bolesti;genitív
.;;.;
Ručička;nominatív;Ručička;nominatív
ciferníka;genitív;ciferníka;genitív
vystrelila;;vystrelila;
na;;na;
päťdesiatpäť;akuzatív;päťdesiatpäť;akuzatív
.;;.;
Preklad;nominatív;Preklad;nominatív
:;;:;
Juraj;nominatív;Juraj;nominatív
Vojtek;nominatív;Vojtek;nominatív
V;;V;
chodbe;lokál;chodbe;lokál
páchla;;páchla;
varená;nominatív;varená;nominatív
kapusta;nominatív;kapusta;nominatív
a;;a;
staré;nominatív;staré;nominatív
handrové;nominatív;handrové;nominatív
rohožky;nominatív;rohožky;nominatív
.;;.;
Tieto;nominatív;Tieto;nominatív
hliadky;nominatív;hliadky;nominatív
neboli;;neboli;
dôležité;nominatív;dôležité;nominatív
.;;.;
Dôležitá;nominatív;Dôležitá;nominatív
bola;;bola;
iba;;iba;
Ideopolícia;nominatív;Ideopolícia;nominatív
.;;.;
Nemalo;;Nemalo;
nijaké;akuzatív;nijaké;akuzatív
okná;akuzatív;okná;akuzatív
.;;.;
Prešiel;;Prešiel;
z;;z;
izby;genitív;izby;genitív
do;;do;
stiesnenej;genitív;stiesnenej;genitív
kuchynky;genitív;kuchynky;genitív
.;;.;
Nateraz;;Nateraz;
sa;;sa;
uzavrel;;uzavrel;
pred;;pred;
vzdialenejšími;inštrumentál;vzdialenejšími;inštrumentál
zvukmi;inštrumentál;zvukmi;inštrumentál
a;;a;
počúval;;počúval;
len;;len;
kvákanie;akuzatív;kvákanie;akuzatív
,;;,;
ktoré;nominatív;ktoré;nominatív
sa;;sa;
valilo;;valilo;
z;;z;
obrazovky;genitív;obrazovky;genitív
.;;.;
Podráždene;;Podráždene;
meditoval;;meditoval;
o;;o;
materiálnych;lokál;materiálnych;lokál
stránkach;lokál;stránkach;lokál
života;genitív;života;genitív
.;;.;
Bolo;;Bolo;
to;nominatív;to;nominatív
takto;;takto;
vždy;;vždy;
?;;?;
Chutilo;;Chutilo;
jedlo;nominatív;jedlo;nominatív
vždy;;vždy;
takto;;takto;
?;;?;
"""";;"""";
Ľutujem;;Ľutujem;
,;;,;
"""";;"""";
podotkol;;podotkol;
Winston;nominatív;Winston;nominatív
.;;.;
Do;;Do;
dvoch;genitív;dvoch;genitív
rokov;genitív;rokov;genitív
ju;akuzatív;ju;akuzatív
tie;nominatív;tie;nominatív
jej;nominatív;jej;nominatív
decká;nominatív;decká;nominatív
udajú;;udajú;
Ideopolícii;datív;Ideopolícii;datív
.;;.;
Syma;akuzatív;Syma;akuzatív
vyparia;;vyparia;
.;;.;
Winstona;akuzatív;Winstona;akuzatív
vyparia;;vyparia;
.;;.;
O;;O;
';;';
Briena;akuzatív;Briena;akuzatív
vyparia;;vyparia;
.;;.;
Bolo;;Bolo;
to;nominatív;to;nominatív
to;nominatív;to;nominatív
dievča;nominatív;dievča;nominatív
s;;s;
tmavými;inštrumentál;tmavými;inštrumentál
vlasmi;inštrumentál;vlasmi;inštrumentál
.;;.;
Vari;;Vari;
ho;akuzatív;ho;akuzatív
špehuje;;špehuje;
?;;?;
Parsons;nominatív;Parsons;nominatív
sa;;sa;
opäť;;opäť;
rozrečnil;;rozrečnil;
.;;.;
Winston;nominatív;Winston;nominatív
si;;si;
zaznamenával;;zaznamenával;
do;;do;
denníka;genitív;denníka;genitív
:;;:;
Straníčky;nominatív;Straníčky;nominatív
sa;;sa;
nikdy;;nikdy;
nefarbili;;nefarbili;
.;;.;
Chcela;;Chcela;
dva;akuzatív;dva;akuzatív
doláre;akuzatív;doláre;akuzatív
.;;.;
Bližšie;;Bližšie;
pozri;;pozri;
Dodatok;akuzatív;Dodatok;akuzatív
.;;.;
Ponoril;;Ponoril;
pero;akuzatív;pero;akuzatív
do;;do;
atramentu;genitív;atramentu;genitív
a;;a;
potom;;potom;
chvíľu;;chvíľu;akuzatív
váhal;;váhal;
.;;.;
V;;V;
útrobách;lokál;útrobách;lokál
pocítil;;pocítil;
zamrazenie;akuzatív;zamrazenie;akuzatív
.;;.;
Nadýchol;;Nadýchol;
sa;;sa;
a;;a;
písal;;písal;
ďalej;;ďalej;
.;;.;
Hodila;;Hodila;
.;;.;
.;;.;
.;;.;
Zaťal;;Zaťal;
zuby;akuzatív;zuby;akuzatív
.;;.;
V;;V;
jeho;lokál;jeho;lokál
mysli;lokál;mysli;lokál
sa;;sa;
vôňa;nominatív;vôňa;nominatív
spájala;;spájala;
neoddeliteľne;;neoddeliteľne;
so;;so;
smilstvom;inštrumentál;smilstvom;inštrumentál
.;;.;
Aj;;Aj;
keď;;keď;
to;nominatív;to;nominatív
bolo;;bolo;
nebezpečné;nominatív;nebezpečné;nominatív
,;;,;
nebola;;nebola;
to;nominatív;to;nominatív
otázka;nominatív;otázka;nominatív
života;genitív;života;genitív
a;;a;
smrti;genitív;smrti;genitív
.;;.;
Opäť;;Opäť;
pomyslel;;pomyslel;
na;;na;
Katharine;akuzatív;Katharine;akuzatív
.;;.;
Len;;Len;
čo;nominatív;čo;
sa;;sa;
jej;datív;jej;genitív
dotkol;;dotkol;
,;;,;
myklo;;myklo;
ňou;inštrumentál;ňou;inštrumentál
a;;a;
akoby;;akoby;
zmeravela;;zmeravela;
.;;.;
Označovala;;Označovala;
to;akuzatív;to;akuzatív
dvojako;;dvojako;
.;;.;
Túžba;nominatív;Túžba;nominatív
bola;;bola;
ideozločinom;inštrumentál;ideozločinom;inštrumentál
.;;.;
Opantal;;Opantal;
ho;akuzatív;ho;akuzatív
pocit;nominatív;pocit;nominatív
absolútnej;genitív;absolútnej;genitív
bezmocnosti;genitív;bezmocnosti;genitív
.;;.;
Nemala;;Nemala;
jediný;akuzatív;jediný;akuzatív
zub;akuzatív;zub;akuzatív
.;;.;
Rýchlo;;Rýchlo;
písal;;písal;
,;;,;
čmáral;;čmáral;
:;;:;
Terapia;nominatív;Terapia;nominatív
nezabrala;;nezabrala;
.;;.;
Vzbura;nominatív;Vzbura;nominatív
!;;!;
Ukázalo;;Ukázalo;
sa;;sa;
,;;,;
že;;že;
v;;v;
jednom;lokál;jednom;lokál
stánku;lokál;stánku;lokál
predávali;;predávali;
plechové;akuzatív;plechové;akuzatív
panvice;akuzatív;panvice;akuzatív
.;;.;
Väčšie;nominatív;Väčšie;nominatív
zlá;nominatív;zlá;nominatív
sústavne;;sústavne;
unikali;;unikali;
ich;datív;ich;datív
pozornosti;datív;pozornosti;datív
.;;.;
Sexuálne;akuzatív;Sexuálne;akuzatív
puritánstvo;akuzatív;puritánstvo;akuzatív
Strany;genitív;Strany;genitív
im;datív;im;datív
nikto;nominatív;nikto;nominatív
nevnútil;;nevnútil;
.;;.;
Ponášalo;;Ponášalo;
sa;;sa;
to;nominatív;to;nominatív
na;;na;
rovnicu;akuzatív;rovnicu;akuzatív
o;;o;
dvoch;lokál;dvoch;lokál
neznámych;lokál;neznámych;lokál
.;;.;
Ako;;Ako;
možno;;možno;
komunikovať;;komunikovať;
s;;s;
budúcnosťou;inštrumentál;budúcnosťou;inštrumentál
?;;?;
Chvíľu;;Chvíľu;akuzatív
len;;len;
tak;;tak;
posedával;;posedával;
a;;a;
hlúpo;;hlúpo;
zízal;;zízal;
na;;na;
papier;akuzatív;papier;akuzatív
.;;.;
Výzorom;inštrumentál;Výzorom;inštrumentál
na;;na;
Winstona;akuzatív;Winstona;akuzatív
najsilnejšie;;najsilnejšie;
zapôsobil;;zapôsobil;
Rutherford;nominatív;Rutherford;nominatív
.;;.;
Rutherford;nominatív;Rutherford;nominatív
mal;;mal;
mohutnú;akuzatív;mohutnú;akuzatív
postavu;akuzatív;postavu;akuzatív
,;;,;
hrivu;akuzatív;hrivu;akuzatív
mastných;genitív;mastných;genitív
,;;,;
sivých;genitív;sivých;genitív
vlasov;genitív;vlasov;genitív
,;;,;
zjazvenú;akuzatív;zjazvenú;akuzatív
tvár;akuzatív;tvár;akuzatív
s;;s;
vačkami;inštrumentál;vačkami;inštrumentál
pod;;pod;
očami;inštrumentál;očami;inštrumentál
a;;a;
hrubé;akuzatív;hrubé;akuzatív
negroidné;akuzatív;negroidné;akuzatív
pery;akuzatív;pery;akuzatív
.;;.;
Bez;;Bez;
vyzvania;genitív;vyzvania;genitív
im;datív;im;datív
čašník;nominatív;čašník;nominatív
priniesol;;priniesol;
ďalšie;akuzatív;ďalšie;akuzatív
poháriky;akuzatív;poháriky;akuzatív
s;;s;
džinom;inštrumentál;džinom;inštrumentál
.;;.;
Do;;Do;
minúty;genitív;minúty;genitív
zhorí;;zhorí;
na;;na;
popol;akuzatív;popol;akuzatív
.;;.;
Vzal;;Vzal;
pero;akuzatív;pero;akuzatív
a;;a;
napísal;;napísal;
:;;:;
Sekundy;nominatív;Sekundy;nominatív
ubiehali;;ubiehali;
.;;.;
Chodíš;;Chodíš;
tadiaľto;;tadiaľto;
domov;;domov;
pravidelne;;pravidelne;
?;;?;
atď;;atď;
.;;.;
"""";;"""";
Parník;nominatív;Parník;nominatív
!;;!;
"""";;"""";
vykríkol;;vykríkol;
.;;.;
Kráčal;;Kráčal;
ďalej;;ďalej;
.;;.;
"""";;"""";
radil;;radil;
tretí;nominatív;tretí;nominatív
.;;.;
V;;V;
skutočnosti;lokál;skutočnosti;lokál
sa;;sa;
vyplácali;;vyplácali;
iba;;iba;
malé;nominatív;malé;nominatív
sumy;nominatív;sumy;nominatív
a;;a;
výhercovia;nominatív;výhercovia;nominatív
veľkých;genitív;veľkých;genitív
výhier;genitív;výhier;genitív
neexistovali;;neexistovali;
.;;.;
On;nominatív;On;nominatív
a;;a;
zopár;nominatív;zopár;nominatív
jemu;datív;jemu;datív
podobných;genitív;podobných;genitív
boli;;boli;
poslednými;inštrumentál;poslednými;inštrumentál
živými;inštrumentál;živými;inštrumentál
spojovacími;inštrumentál;spojovacími;inštrumentál
článkami;inštrumentál;článkami;inštrumentál
so;;so;
zašlým;inštrumentál;zašlým;inštrumentál
kapitalizmom;inštrumentál;kapitalizmom;inštrumentál
.;;.;
Roztvoril;;Roztvoril;
dvere;akuzatív;dvere;akuzatív
a;;a;
odporný;nominatív;odporný;nominatív
kyslastý;nominatív;kyslastý;nominatív
zápach;nominatív;zápach;nominatív
zvetraného;genitív;zvetraného;genitív
piva;genitív;piva;genitív
mu;datív;mu;datív
vrazil;;vrazil;
do;;do;
nosa;genitív;nosa;genitív
.;;.;
Keď;;Keď;
vošiel;;vošiel;
,;;,;
hluk;nominatív;hluk;nominatív
hlasov;genitív;hlasov;genitív
zoslabol;;zoslabol;
na;;na;
polovicu;akuzatív;polovicu;akuzatív
.;;.;
Na;;Na;
chrbte;lokál;chrbte;lokál
cítil;;cítil;
,;;,;
ako;;ako;
ich;akuzatív;ich;akuzatív
zraky;akuzatív;zraky;akuzatív
priťahuje;;priťahuje;
jeho;nominatív;jeho;nominatív
belasá;nominatív;belasá;nominatív
uniforma;nominatív;uniforma;nominatív
.;;.;
"""";;"""";
Ahaho;;Ahaho;
!;;!;
Pinta;nominatív;Pinta;nominatív
je;;je;
predsa;;predsa;
polovica;nominatív;polovica;nominatív
štvrtky;genitív;štvrtky;genitív
a;;a;
štyri;nominatív;štyri;nominatív
štvrtky;nominatív;štvrtky;nominatív
idú;;idú;
do;;do;
galóna;genitív;galóna;genitív
.;;.;
V;;V;
mojej;lokál;mojej;lokál
mladosti;lokál;mladosti;lokál
sme;;sme;
litre;akuzatív;litre;akuzatív
nepoznali;;nepoznali;
.;;.;
Pod;;Pod;
bielym;inštrumentál;bielym;inštrumentál
strniskom;inštrumentál;strniskom;inštrumentál
starcova;nominatív;starcova;nominatív
tvár;nominatív;tvár;nominatív
očervenala;;očervenala;
.;;.;
Winston;nominatív;Winston;nominatív
ho;akuzatív;ho;akuzatív
jemne;;jemne;
uchopil;;uchopil;
za;;za;
ruku;akuzatív;ruku;akuzatív
.;;.;
Zrejme;;Zrejme;
nepostrehol;;nepostrehol;
Winstonovu;akuzatív;Winstonovu;akuzatív
belasú;akuzatív;belasú;akuzatív
kombinézu;akuzatív;kombinézu;akuzatív
.;;.;
"""";;"""";
Pintu;akuzatív;Pintu;akuzatív
!;;!;
"""";;"""";
okríkol;;okríkol;
agresívne;;agresívne;
hostinského;akuzatív;hostinského;akuzatív
.;;.;
"""";;"""";
Pintu;akuzatív;Pintu;akuzatív
tekutého;genitív;tekutého;genitív
moku;genitív;moku;genitív
!;;!;
"""";;"""";
Polliter;nominatív;Polliter;nominatív
nie;;nie;
je;;je;
dosť;nominatív;dosť;
.;;.;
Vedel;;Vedel;
dôvod;akuzatív;dôvod;akuzatív
.;;.;
Šírila;;Šírila;
okolo;;okolo;
seba;genitív;seba;genitív
atmosféru;akuzatív;atmosféru;akuzatív
hokejového;genitív;hokejového;genitív
ihriska;genitív;ihriska;genitív
,;;,;
studených;genitív;studených;genitív
kúpeľov;genitív;kúpeľov;genitív
,;;,;
spoločného;genitív;spoločného;genitív
stopovania;genitív;stopovania;genitív
a;;a;
akejsi;genitív;akejsi;genitív
všeobecnej;genitív;všeobecnej;genitív
čistoty;genitív;čistoty;genitív
mysle;genitív;mysle;genitív
.;;.;
"""";;"""";
Vy;nominatív;Vy;nominatív
ste;;ste;
zrejme;;zrejme;
od;;od;
svojho;genitív;svojho;genitív
mládenectva;genitív;mládenectva;genitív
zažili;;zažili;
ohromné;akuzatív;ohromné;akuzatív
zmeny;akuzatív;zmeny;akuzatív
,;;,;
"""";;"""";
opáčil;;opáčil;
Winston;nominatív;Winston;nominatív
.;;.;
"""";;"""";
Pivo;nominatív;Pivo;nominatív
bolo;;bolo;
lepšie;nominatív;lepšie;nominatív
,;;,;
"""";;"""";
poznamenal;;poznamenal;
napokon;;napokon;
.;;.;
Bolo;;Bolo;
to;nominatív;to;nominatív
,;;,;
rozumie;;rozumie;
sa;;sa;
,;;,;
pred;;pred;
vojnou;inštrumentál;vojnou;inštrumentál
.;;.;
"""";;"""";
Pred;;Pred;
ktorou;inštrumentál;ktorou;inštrumentál
vojnou;inštrumentál;vojnou;inštrumentál
?;;?;
Zodvihol;;Zodvihol;
pohár;akuzatív;pohár;akuzatív
a;;a;
opäť;;opäť;
vystrel;;vystrel;
ramená;akuzatív;ramená;akuzatív
.;;.;
Starec;nominatív;Starec;nominatív
zrejme;;zrejme;
zabudol;;zabudol;
na;;na;
predsudky;akuzatív;predsudky;akuzatív
,;;,;
ktoré;akuzatív;ktoré;akuzatív
mal;;mal;
proti;;proti;
celému;datív;celému;datív
litru;datív;litru;datív
.;;.;
"""";;"""";
Zrejme;;Zrejme;
ste;;ste;
dospeli;;dospeli;
ešte;;ešte;
pred;;pred;
mojím;inštrumentál;mojím;inštrumentál
narodením;inštrumentál;narodením;inštrumentál
.;;.;
V;;V;
učebniciach;lokál;učebniciach;lokál
dejepisu;genitív;dejepisu;genitív
stojí;;stojí;
,;;,;
že;;že;
život;nominatív;život;nominatív
pred;;pred;
Revolúciou;inštrumentál;Revolúciou;inštrumentál
bol;;bol;
celkom;;celkom;
iný;nominatív;iný;nominatív
,;;,;
ako;;ako;
je;;je;
dnes;;dnes;
.;;.;
Polovica;nominatív;Polovica;nominatív
z;;z;
nej;genitív;nej;genitív
nikdy;;nikdy;
nespoznala;;nespoznala;
topánky;akuzatív;topánky;akuzatív
.;;.;
Starec;nominatív;Starec;nominatív
ihneď;;ihneď;
pookrial;;pookrial;
.;;.;
"""";;"""";
poznamenal;;poznamenal;
.;;.;
"""";;"""";
Už;;Už;
dlho;;dlho;
som;;som;
to;akuzatív;to;akuzatív
slovo;akuzatív;slovo;akuzatív
nepočul;;nepočul;
.;;.;
Lokaji;nominatív;Lokaji;nominatív
!;;!;
Ten;nominatív;Ten;nominatív
im;datív;im;datív
teda;;teda;
dával;;dával;
zabrať;;zabrať;
!;;!;
Pacholkovia;nominatív;Pacholkovia;nominatív
vládnucej;genitív;vládnucej;genitív
triedy;genitív;triedy;genitív
!;;!;
Paraziti;nominatív;Paraziti;nominatív
!;;!;
"""";;"""";
to;nominatív;to;nominatív
bol;;bol;
ďalší;nominatív;ďalší;nominatív
výraz;nominatív;výraz;nominatív
.;;.;
"""";;"""";
Máte;;Máte;
dojem;akuzatív;dojem;akuzatív
,;;,;
že;;že;
ste;;ste;
slobodnejší;nominatív;slobodnejší;nominatív
,;;,;
než;;než;
ste;;ste;
boli;;boli;
vtedy;;vtedy;
?;;?;
To;nominatív;To;nominatív
