Slovo;Slovný druh;Slovo2;Slovný druh2
ZOMREL;Sloveso;ZOMREL;Sloveso
JOHN;Podstatne meno;JOHN;Podstatné meno
ADDISON;Podstatne meno;ADDISON;Podstatné meno
TARANTINO;Podstatne meno;TARANTINO;Podstatné meno
V;Predlozka;V;Predložka
DIVADLE;Podstatne meno;DIVADLE;Podstatné meno
Jeho;Zameno;Jeho;Zámeno
slepu;Pridavne meno;slepu;Podstatné meno
obet;Podstatne meno;obet;Citový výraz
hra;Sloveso;hra;Podstatné meno
Marisa;Podstatne meno;Marisa;Podstatné meno
Tomei;Podstatne meno;Tomei;Podstatné meno
.;Interpunkcia;.;Interpunkcia
NAHACI;Podstatne meno;NAHACI;Podstatné meno
POTOPILI;Sloveso;POTOPILI;Sloveso
TITANIC;Podstatne meno;TITANIC;Podstatné meno
V;Predlozka;V;Predložka
nedelu;Podstatne meno;nedelu;Podstatné meno
boli;Sloveso;boli;Sloveso
udelovane;Pricastie - Sloveso;udelovane;Príslovka
ceny;Podstatne meno;ceny;Podstatné meno
Screen;Citovy vyraz;Screen;Citový výraz
Actors;Citovy vyraz;Actors;Citový výraz
Guild;Citovy vyraz;Guild;Citový výraz
Skvela;Pridavne meno;Skvela;Sloveso
novinka;Podstatne meno;novinka;Podstatné meno
pre;Predlozka;pre;Predložka
fanusikov;Podstatne meno;fanusikov;Podstatné meno
hororej;Pridavne meno;hororej;Prídavné meno
klasiky;Podstatne meno;klasiky;Podstatné meno
z;Predlozka;z;Predložka
roku;Podstatne meno;roku;Podstatné meno
1973;Cislica;"""";Interpunkcia
.;Interpunkcia;.;Interpunkcia
David;Podstatne meno;David;Podstatné meno
Duchovny;Podstatne meno;Duchovny;Podstatné meno
a;Spojka;a;Spojka
Gillian;Podstatne meno;Gillian;Podstatné meno
Anderson;Podstatne meno;Anderson;Podstatné meno
totiz;Castica;totiz;Podstatné meno
podpisali;Sloveso;podpisali;Sloveso
zmluvy;Podstatne meno;zmluvy;Podstatné meno
na;Predlozka;na;Predložka
6;Cislica;6;Interpunkcia
.;Interpunkcia;.;Interpunkcia
a;Spojka;a;Spojka
7;Cislica;7;Interpunkcia
.;Interpunkcia;.;Interpunkcia
seriu;Podstatne meno;seriu;Podstatné meno
uspesneho;Pridavne meno;uspesneho;Prídavné meno
televizneho;Pridavne meno;televizneho;Prídavné meno
serialu;Podstatne meno;serialu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Honorare;Podstatne meno;Honorare;Podstatné meno
oboch;Cislovka;oboch;Číslovka
hviezd;Podstatne meno;hviezd;Podstatné meno
vzrastli;Sloveso;vzrastli;Sloveso
.;Interpunkcia;.;Interpunkcia
Jednu;Cislovka;Jednu;Číslovka
z;Predlozka;z;Predložka
epizod;Podstatne meno;epizod;Podstatné meno
napisal;Sloveso;napisal;Sloveso
spolocne;Prislovka;spolocne;Príslovka
s;Predlozka;s;Predložka
Chrisom;Podstatne meno;Chrisom;Podstatné meno
Carterom;Podstatne meno;Carterom;Podstatné meno
i;Castica;i;Spojka
Stephen;Podstatne meno;Stephen;Podstatné meno
King;Podstatne meno;King;Podstatné meno
!;Interpunkcia;!;Interpunkcia
UMA;Podstatne meno;UMA;Podstatné meno
A;Castica;A;Spojka
ETHAN;Podstatne meno;ETHAN;Podstatné meno
CAKAJU;Sloveso;CAKAJU;Číslovka
Uma;Podstatne meno;Uma;Podstatné meno
Thurman;Podstatne meno;Thurman;Podstatné meno
a;Spojka;a;Spojka
jej;Zameno;jej;Zámeno
priatel;Podstatne meno;priatel;Sloveso
Ethan;Podstatne meno;Ethan;Podstatné meno
Hawke;Podstatne meno;Hawke;Podstatné meno
ocakavaju;Sloveso;ocakavaju;Podstatné meno
v;Predlozka;v;Predložka
juni;Podstatne meno;juni;Podstatné meno
narodenie;Podstatne meno;narodenie;Podstatné meno
dietata;Podstatne meno;dietata;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Uma;Podstatne meno;Uma;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
v;Predlozka;v;Predložka
roku;Podstatne meno;roku;Podstatné meno
1992;Cislica;1992;Interpunkcia
rozviedla;Sloveso;rozviedla;Sloveso
po;Predlozka;po;Predložka
dvoch;Cislovka;dvoch;Číslovka
rokoch;Podstatne meno;rokoch;Podstatné meno
manzelstva;Podstatne meno;manzelstva;Podstatné meno
s;Predlozka;s;Predložka
Gary;Podstatne meno;Gary;Podstatné meno
Oldmanom;Podstatne meno;Oldmanom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
A;Castica;A;Častica
budte;Sloveso;budte;Sloveso
velmi;Prislovka;velmi;Podstatné meno
hladni;Pridavne meno;hladni;Sloveso
.;Interpunkcia;.;Interpunkcia
Jazz;Podstatne meno;Jazz;Podstatné meno
,;Interpunkcia;,;Interpunkcia
blues;Podstatne meno;blues;Podstatné meno
,;Interpunkcia;,;Interpunkcia
rock;Podstatne meno;rock;Podstatné meno
,;Interpunkcia;,;Interpunkcia
funk;Podstatne meno;funk;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predlozka;V;Predložka
takyto;Zameno;takyto;Citový výraz
vecer;Podstatne meno;vecer;Citový výraz
vsak;Castica;vsak;Citový výraz
treba;Prislovka;treba;Príslovka
prist;Sloveso;prist;Citový výraz
skor;Prislovka;skor;Citový výraz
a;Spojka;a;Spojka
obsadit;Sloveso;obsadit;Citový výraz
si;Zvratne zameno;si;Zvratné zámeno
stol;Podstatne meno;stol;Značky
.;Interpunkcia;.;Interpunkcia
Nastastie;Castica;Nastastie;Častica
sa;Zvratne zameno;sa;Zvratné zámeno
nemusim;Sloveso;nemusim;Sloveso
velmi;Prislovka;velmi;Podstatné meno
rozpisovat;Sloveso;rozpisovat;Podstatné meno
,;Interpunkcia;,;Interpunkcia
lebo;Spojka;lebo;Spojka
Hysteria;Podstatne meno;Hysteria;Podstatné meno
Pub;Podstatne meno;Pub;Podstatné meno
ma;Sloveso;ma;Zámeno
svoju;Zameno;svoju;Zámeno
webovu;Pridavne meno;webovu;Prídavné meno
stranku;Podstatne meno;stranku;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Na;Predlozka;Na;Predložka
pitie;Podstatne meno;pitie;Podstatné meno
tu;Zameno;tu;Zámeno
dostanete;Sloveso;dostanete;Sloveso
vsetky;Zameno;vsetky;Podstatné meno
bezne;Pridavne meno;bezne;Podstatné meno
alka;Podstatne meno;alka;Podstatné meno
a;Spojka;a;Spojka
nealka;Podstatne meno;nealka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tie;Zameno;Tie;Zámeno
su;Sloveso;su;Podstatné meno
naozaj;Castica;naozaj;Častica
vynikajuce;Pricastie - Sloveso;vynikajuce;Sloveso
.;Interpunkcia;.;Interpunkcia
Restaurant;Citovy vyraz;Restaurant;Citový výraz
Dynamo;Podstatne meno;Dynamo;Podstatné meno
-;Interpunkcia;-;Interpunkcia
Pstrossova;Citovy vyraz;Pstrossova;Citový výraz
220;Cislica;220;Interpunkcia
/;Interpunkcia;/;Interpunkcia
29;Cislica;29;Interpunkcia
,;Interpunkcia;,;Interpunkcia
Praha;Podstatne meno;Praha;Podstatné meno
1;Cislica;1;Interpunkcia
,;Interpunkcia;,;Interpunkcia
telefon;Podstatne meno;telefon;Citový výraz
294224;Cislica;294224;Interpunkcia
.;Interpunkcia;.;Interpunkcia
Kto;Zameno;Kto;Zámeno
zazil;Sloveso;zazil;Sloveso
sparne;Pridavne meno;sparne;Podstatné meno
prazske;Pridavne meno;prazske;Prídavné meno
popoludnie;Podstatne meno;popoludnie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
vie;Sloveso;vie;Sloveso
velmi;Prislovka;velmi;Podstatné meno
dobre;Prislovka;dobre;Príslovka
,;Interpunkcia;,;Interpunkcia
co;Zameno;co;Citový výraz
znamena;Sloveso;znamena;Podstatné meno
spojenie;Podstatne meno;spojenie;Podstatné meno
"""";Interpunkcia;;
spravne;Citovy vyraz;spravne;Sloveso
vychlazena;Citovy vyraz;vychlazena;Prídavné meno
dvanactka;Citovy vyraz;dvanactka;Podstatné meno
"""";Interpunkcia;;
.;Interpunkcia;.;Interpunkcia
Cely;Pridavne meno;Cely;Podstatné meno
dojem;Podstatne meno;dojem;Podstatné meno
nie;Castica;nie;Častica
je;Sloveso;je;Sloveso
nijako;Zameno;nijako;Zámeno
uchvacujuci;Pricastie - Sloveso;uchvacujuci;Príčastie - Sloveso
az;Castica;az;Častica
do;Predlozka;do;Predložka
chvile;Podstatne meno;chvile;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ked;Spojka;ked;Spojka
poziadate;Sloveso;poziadate;Sloveso
o;Predlozka;o;Predložka
jedalny;Pridavne meno;jedalny;Prídavné meno
listok;Podstatne meno;listok;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Jedlo;Podstatne meno;Jedlo;Podstatné meno
je;Sloveso;je;Sloveso
na;Predlozka;na;Predložka
stole;Podstatne meno;stole;Podstatné meno
za;Predlozka;za;Predložka
necelu;Pridavne meno;necelu;Prídavné meno
polhodinu;Podstatne meno;polhodinu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Maso;Podstatne meno;Maso;Podstatné meno
je;Sloveso;je;Sloveso
neuveritelne;Prislovka;neuveritelne;Príslovka
vynikajuco;Prislovka;vynikajuco;Príslovka
ochutene;Pricastie - Sloveso;ochutene;Príslovka
,;Interpunkcia;,;Interpunkcia
makke;Pridavne meno;makke;Podstatné meno
,;Interpunkcia;,;Interpunkcia
obloha;Podstatne meno;obloha;Podstatné meno
cerstva;Pridavne meno;cerstva;Podstatné meno
,;Interpunkcia;,;Interpunkcia
hranolky;Podstatne meno;hranolky;Podstatné meno
"""";Interpunkcia;;
krupave;Citovy vyraz;krupave;Podstatné meno
"""";Interpunkcia;;
.;Interpunkcia;.;Interpunkcia
Odfukujeme;Sloveso;Odfukujeme;Sloveso
v;Predlozka;v;Predložka
spolocnosti;Podstatne meno;spolocnosti;Podstatné meno
branickej;Pridavne meno;branickej;Prídavné meno
desiatky;Podstatne meno;desiatky;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predlozka;Po;Častica
chvili;Podstatne meno;chvili;Sloveso
startujeme;Sloveso;startujeme;Sloveso
automat;Podstatne meno;automat;Podstatné meno
elektronickych;Pridavne meno;elektronickych;Prídavné meno
sipok;Podstatne meno;sipok;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zaverecna;Podstatne meno;Zaverecna;Podstatné meno
!;Interpunkcia;!;Interpunkcia
S;Predlozka;S;Predložka
udivom;Podstatne meno;udivom;Podstatné meno
pozerame;Sloveso;pozerame;Sloveso
na;Predlozka;na;Predložka
hospodsku;Citovy vyraz;hospodsku;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vcera;Citovy vyraz;Vcera;Citový výraz
byl;Citovy vyraz;byl;Citový výraz
tady;Citovy vyraz;tady;Citový výraz
zas;Citovy vyraz;zas;Citový výraz
a;Citovy vyraz;a;Spojka
delal;Citovy vyraz;delal;Citový výraz
problemy;Citovy vyraz;problemy;Citový výraz
,;Interpunkcia;,;Interpunkcia
"""";Interpunkcia;;
dodava;Sloveso;dodava;Podstatné meno
ospravedlnujuco;Prislovka;ospravedlnujuco;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Stupame;Sloveso;Stupame;Sloveso
po;Predlozka;po;Predložka
schodikoch;Podstatne meno;schodikoch;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktore;Zameno;ktore;Podstatné meno
jej;Zameno;jej;Zámeno
dali;Sloveso;dali;Sloveso
meno;Podstatne meno;meno;Podstatné meno
,;Interpunkcia;,;Interpunkcia
a;Spojka;a;Spojka
mierime;Sloveso;mierime;Sloveso
na;Predlozka;na;Predložka
Karlovo;Pridavne meno;Karlovo;Prídavné meno
namesti;Citovy vyraz;namesti;Číslovka
.;Interpunkcia;.;Interpunkcia
Snad;Castica;Snad;Podstatné meno
bude;Sloveso;bude;Sloveso
este;Prislovka;este;Príslovka
nieco;Zameno;nieco;Príslovka
otvorene;Pricastie - Sloveso;otvorene;Príslovka
.;Interpunkcia;.;Interpunkcia
Ta;Zameno;Ta;Zámeno
sprava;Podstatne meno;sprava;Podstatné meno
ma;Zameno;ma;Zámeno
zastihla;Sloveso;zastihla;Sloveso
na;Predlozka;na;Predložka
dovolenke;Podstatne meno;dovolenke;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vies;Sloveso;Vies;Podstatné meno
o;Predlozka;o;Predložka
tom;Zameno;tom;Zámeno
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
Jaro;Podstatne meno;Jaro;Podstatné meno
zomrel;Sloveso;zomrel;Sloveso
?;Interpunkcia;?;Interpunkcia
Dozvedel;Sloveso;Dozvedel;Sloveso
som;Sloveso;som;Sloveso
sa;Zvratne zameno;sa;Zvratné zámeno
a;Spojka;a;Spojka
stale;Prislovka;stale;Príslovka
tomu;Zameno;tomu;Zámeno
neviem;Sloveso;neviem;Sloveso
uverit;Sloveso;uverit;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Niektore;Zameno;Niektore;Podstatné meno
umrtia;Podstatne meno;umrtia;Sloveso
tak;Zameno;tak;Spojka
akosi;Zameno;akosi;Zámeno
predpokladame;Sloveso;predpokladame;Sloveso
,;Interpunkcia;,;Interpunkcia
ludia;Podstatne meno;ludia;Sloveso
sa;Zvratne zameno;sa;Zvratné zámeno
k;Predlozka;k;Predložka
nim;Zameno;nim;Zámeno
systematicky;Prislovka;systematicky;Príslovka
dopracovavaju;Sloveso;dopracovavaju;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Jaro;Podstatne meno;Jaro;Podstatné meno
nebol;Sloveso;nebol;Sloveso
bohem;Podstatne meno;bohem;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Stale;Prislovka;Stale;Podstatné meno
v;Predlozka;v;Predložka
pohybe;Podstatne meno;pohybe;Podstatné meno
,;Interpunkcia;,;Interpunkcia
akumulator;Podstatne meno;akumulator;Podstatné meno
energie;Podstatne meno;energie;Podstatné meno
a;Spojka;a;Spojka
napadov;Podstatne meno;napadov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Pozdravuj;Sloveso;Pozdravuj;Sloveso
Deza;Podstatne meno;Deza;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Marian;Podstatne meno;Marian;Podstatné meno
Jaslovsky;Podstatne meno;Jaslovsky;Podstatné meno
Takze;Castica;Takze;Podstatné meno
ak;Spojka;ak;Spojka
sa;Zvratne zameno;sa;Zvratné zámeno
myslienky;Podstatne meno;myslienky;Podstatné meno
zorganizovat;Sloveso;zorganizovat;Citový výraz
rockovy;Pridavne meno;rockovy;Citový výraz
festival;Podstatne meno;festival;Citový výraz
chyti;Sloveso;chyti;Citový výraz
skusenejsi;Pridavne meno;skusenejsi;Citový výraz
organizator;Podstatne meno;organizator;Citový výraz
,;Interpunkcia;,;Interpunkcia
verime;Sloveso;verime;Citový výraz
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
festival;Podstatne meno;festival;Citový výraz
,;Interpunkcia;,;Interpunkcia
ktoremu;Zameno;ktoremu;Zámeno
je;Sloveso;je;Sloveso
dedina;Podstatne meno;dedina;Podstatné meno
a;Spojka;a;Spojka
ludia;Podstatne meno;ludia;Podstatné meno
v;Predlozka;v;Predložka
nej;Zameno;nej;Zámeno
nakloneni;Pricastie - Sloveso;nakloneni;Podstatné meno
,;Interpunkcia;,;Interpunkcia
sa;Zvratne zameno;sa;Zvratné zámeno
bude;Sloveso;bude;Sloveso
znova;Prislovka;znova;Príslovka
konat;Sloveso;konat;Sloveso
.;Interpunkcia;.;Interpunkcia
Neostanu;Sloveso;Neostanu;Podstatné meno
vsak;Castica;vsak;Spojka
verni;Pridavne meno;verni;Prídavné meno
fanusikovia;Podstatne meno;fanusikovia;Podstatné meno
skratka;Prislovka;skratka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Okrem;Predlozka;Okrem;Predložka
chuti;Podstatne meno;chuti;Podstatné meno
ma;Zameno;ma;Zámeno
kuskus;Podstatne meno;kuskus;Podstatné meno
zaujal;Sloveso;zaujal;Sloveso
predovsetkym;Castica;predovsetkym;Prídavné meno
svojou;Zameno;svojou;Zámeno
univerzalnostou;Podstatne meno;univerzalnostou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
A;Spojka;A;Častica
urcite;Castica;urcite;Sloveso
si;Zvratne zameno;si;Zvratné zámeno
vyskusajte;Sloveso;vyskusajte;Sloveso
tento;Zameno;tento;Zámeno
recept;Podstatne meno;recept;Podstatné meno
:;Interpunkcia;:;Interpunkcia
-;Interpunkcia;-;Interpunkcia
);Interpunkcia;);Interpunkcia
.;Interpunkcia;.;Interpunkcia
Vysypte;Sloveso;Vysypte;Sloveso
do;Predlozka;do;Predložka
nej;Zameno;nej;Zámeno
kuskus;Podstatne meno;kuskus;Podstatné meno
a;Spojka;a;Spojka
vypnite;Sloveso;vypnite;Sloveso
ohen;Podstatne meno;ohen;Citový výraz
.;Interpunkcia;.;Interpunkcia
Zakryte;Sloveso;Zakryte;Sloveso
nadobu;Podstatne meno;nadobu;Podstatné meno
pokrievkou;Podstatne meno;pokrievkou;Podstatné meno
a;Spojka;a;Spojka
nechajte;Sloveso;nechajte;Sloveso
vychladnut;Sloveso;vychladnut;Podstatné meno
na;Predlozka;na;Predložka
izbovu;Pridavne meno;izbovu;Prídavné meno
teplotu;Podstatne meno;teplotu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predlozka;V;Predložka
salatovej;Pridavne meno;salatovej;Prídavné meno
mise;Podstatne meno;mise;Podstatné meno
zmiesajte;Sloveso;zmiesajte;Sloveso
olej;Podstatne meno;olej;Podstatné meno
,;Interpunkcia;,;Interpunkcia
korenie;Podstatne meno;korenie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
sol;Podstatne meno;sol;Podstatné meno
,;Interpunkcia;,;Interpunkcia
uhorku;Podstatne meno;uhorku;Podstatné meno
,;Interpunkcia;,;Interpunkcia
cibulu;Podstatne meno;cibulu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
petrzlenovu;Pridavne meno;petrzlenovu;Podstatné meno
vnat;Podstatne meno;vnat;Podstatné meno
a;Spojka;a;Spojka
bazalku;Podstatne meno;bazalku;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Taniere;Podstatne meno;Taniere;Podstatné meno
oblozte;Sloveso;oblozte;Sloveso
hlavkovym;Pridavne meno;hlavkovym;Prídavné meno
salatom;Podstatne meno;salatom;Podstatné meno
,;Interpunkcia;,;Interpunkcia
na;Predlozka;na;Predložka
ktory;Zameno;ktory;Podstatné meno
servirujte;Sloveso;servirujte;Sloveso
kuskus;Podstatne meno;kuskus;Podstatné meno
a;Spojka;a;Spojka
zeleninovu;Pridavne meno;zeleninovu;Prídavné meno
zmes;Podstatne meno;zmes;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dobru;Pridavne meno;Dobru;Citový výraz
chut;Podstatne meno;chut;Citový výraz
!;Interpunkcia;!;Interpunkcia
Samozrejmostou;Podstatne meno;Samozrejmostou;Podstatné meno
su;Sloveso;su;Podstatné meno
profily;Podstatne meno;profily;Citový výraz
fotoaparatov;Podstatne meno;fotoaparatov;Citový výraz
.;Interpunkcia;.;Interpunkcia
Johnovi;Podstatne meno;Johnovi;Podstatné meno
Lee;Podstatne meno;Lee;Podstatné meno
Hookerovi;Podstatne meno;Hookerovi;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
toto;Zameno;toto;Zámeno
vsetko;Zameno;vsetko;Podstatné meno
podarilo;Sloveso;podarilo;Sloveso
.;Interpunkcia;.;Interpunkcia
Poznate;Sloveso;Poznate;Sloveso
to;Zameno;to;Zámeno
.;Interpunkcia;.;Interpunkcia
Noviny;Podstatne meno;Noviny;Podstatné meno
ste;Sloveso;ste;Sloveso
zabudli;Sloveso;zabudli;Sloveso
v;Predlozka;v;Predložka
kaviarni;Podstatne meno;kaviarni;Podstatné meno
,;Interpunkcia;,;Interpunkcia
letaky;Podstatne meno;letaky;Podstatné meno
neznasate;Sloveso;neznasate;Podstatné meno
.;Interpunkcia;.;Interpunkcia
To;Zameno;To;Zámeno
je;Sloveso;je;Sloveso
zjednodusene;Pricastie - Sloveso;zjednodusene;Príslovka
a;Spojka;a;Spojka
casovo;Prislovka;casovo;Príslovka
nenarocne;Pridavne meno;nenarocne;Prídavné meno
riesenie;Podstatne meno;riesenie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Clanky;Podstatne meno;Clanky;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zaujimavosti;Podstatne meno;zaujimavosti;Podstatné meno
,;Interpunkcia;,;Interpunkcia
recenzie;Podstatne meno;recenzie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Co;Zameno;Co;Citový výraz
s;Predlozka;s;Predložka
listkami;Podstatne meno;listkami;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Pri;Predlozka;Pri;Predložka
kazdom;Zameno;kazdom;Zámeno
kine;Podstatne meno;kine;Podstatné meno
,;Interpunkcia;,;Interpunkcia
divadle;Podstatne meno;divadle;Podstatné meno
,;Interpunkcia;,;Interpunkcia
klube;Podstatne meno;klube;Podstatné meno
je;Sloveso;je;Sloveso
aj;Castica;aj;Častica
jeho;Zameno;jeho;Zámeno
adresa;Podstatne meno;adresa;Podstatné meno
a;Spojka;a;Spojka
telefon;Podstatne meno;telefon;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zavolajte;Sloveso;Zavolajte;Sloveso
a;Spojka;a;Spojka
rezervujte;Sloveso;rezervujte;Sloveso
.;Interpunkcia;.;Interpunkcia
Skuste;Sloveso;Skuste;Neurčiteľný slovný druh
siahnut;Sloveso;siahnut;Neurčiteľný slovný druh
po;Predlozka;po;Predložka
nejakej;Zameno;nejakej;Zámeno
kniznej;Pridavne meno;kniznej;Prídavné meno
novinke;Podstatne meno;novinke;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zoznam;Podstatne meno;zoznam;Podstatné meno
najdete;Sloveso;najdete;Sloveso
v;Predlozka;v;Predložka
Kniznom;Pridavne meno;Kniznom;Prídavné meno
katalogu;Podstatne meno;katalogu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Alebo;Spojka;Alebo;Spojka
si;Zvratne zameno;si;Zvratné zámeno
ju;Zameno;ju;Zámeno
stiahnite;Sloveso;stiahnite;Sloveso
v;Predlozka;v;Predložka
subore;Podstatne meno;subore;Podstatné meno
PDF;Znacky;PDF;Značky
na;Predlozka;na;Predložka
tej;Zameno;tej;Zámeno
istej;Zameno;istej;Zámeno
adrese;Podstatne meno;adrese;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Preco;Zameno;Preco;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Publikaciu;Podstatne meno;Publikaciu;Podstatné meno
napisal;Sloveso;napisal;Sloveso
znamy;Pridavne meno;znamy;Prídavné meno
cesky;Pridavne meno;cesky;Prídavné meno
novinar;Podstatne meno;novinar;Podstatné meno
a;Spojka;a;Spojka
publicista;Podstatne meno;publicista;Podstatné meno
Milos;Podstatne meno;Milos;Podstatné meno
Cermak;Podstatne meno;Cermak;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ma;Sloveso;Ma;Neurčiteľný slovný druh
netradicnu;Pridavne meno;netradicnu;Prídavné meno
graficku;Pridavne meno;graficku;Prídavné meno
podobu;Podstatne meno;podobu;Podstatné meno
a;Spojka;a;Spojka
svojimi;Zameno;svojimi;Zámeno
malymi;Pridavne meno;malymi;Prídavné meno
rozmermi;Podstatne meno;rozmermi;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
zmesti;Sloveso;zmesti;Sloveso
do;Predlozka;do;Predložka
kazdej;Zameno;kazdej;Prídavné meno
tasky;Podstatne meno;tasky;Podstatné meno
a;Spojka;a;Spojka
ku;Predlozka;ku;Predložka
kazdemu;Zameno;kazdemu;Prídavné meno
pocitacu;Podstatne meno;pocitacu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zakladnymi;Pridavne meno;Zakladnymi;Prídavné meno
poziadavkami;Podstatne meno;poziadavkami;Podstatné meno
na;Predlozka;na;Predložka
vsetky;Zameno;vsetky;Podstatné meno
druhy;Podstatne meno;druhy;Podstatné meno
podloziek;Podstatne meno;podloziek;Podstatné meno
na;Predlozka;na;Predložka
spanie;Podstatne meno;spanie;Podstatné meno
su;Sloveso;su;Podstatné meno
tepelna;Pridavne meno;tepelna;Prídavné meno
izolacia;Podstatne meno;izolacia;Podstatné meno
a;Spojka;a;Spojka
izolacia;Podstatne meno;izolacia;Podstatné meno
od;Predlozka;od;Predložka
vlhkosti;Podstatne meno;vlhkosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mimoriadne;Prislovka;Mimoriadne;Príslovka
prijemnym;Pridavne meno;prijemnym;Prídavné meno
spestrenim;Podstatne meno;spestrenim;Podstatné meno
je;Sloveso;je;Sloveso
izolacia;Podstatne meno;izolacia;Prídavné meno
od;Predlozka;od;Predložka
terennych;Pridavne meno;terennych;Prídavné meno
nerovnosti;Podstatne meno;nerovnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Oceni;Sloveso;Oceni;Sloveso
ju;Zameno;ju;Zámeno
aj;Castica;aj;Častica
"""";Interpunkcia;;
princezna;Podstatne meno;princezna;Podstatné meno
na;Predlozka;na;Predložka
hrasku;Podstatne meno;hrasku;Podstatné meno
"""";Interpunkcia;;
.;Interpunkcia;.;Interpunkcia
Karimatky;Podstatne meno;Karimatky;Podstatné meno
Su;Sloveso;Su;Predložka
lahke;Pridavne meno;lahke;Podstatné meno
a;Spojka;a;Spojka
prakticke;Pridavne meno;prakticke;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Odolne;Pridavne meno;Odolne;Príslovka
proti;Predlozka;proti;Predložka
drsnemu;Pridavne meno;drsnemu;Prídavné meno
zaobchadzaniu;Podstatne meno;zaobchadzaniu;Podstatné meno
a;Spojka;a;Spojka
nejaka;Zameno;nejaka;Podstatné meno
ta;Zameno;ta;Zámeno
diera;Podstatne meno;diera;Podstatné meno
neuberie;Sloveso;neuberie;Sloveso
z;Predlozka;z;Predložka
ich;Zameno;ich;Zámeno
dobrych;Pridavne meno;dobrych;Prídavné meno
vlastnosti;Podstatne meno;vlastnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Profilovane;Pricastie - Sloveso;Profilovane;Príslovka
karimatky;Podstatne meno;karimatky;Podstatné meno
su;Sloveso;su;Podstatné meno
osobitna;Pridavne meno;osobitna;Prídavné meno
kategoria;Podstatne meno;kategoria;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Obycajne;Prislovka;Obycajne;Príslovka
maju;Sloveso;maju;Podstatné meno
vacsi;Pridavne meno;vacsi;Sloveso
objem;Podstatne meno;objem;Podstatné meno
ako;Zameno;ako;Spojka
klasicke;Pridavne meno;klasicke;Prídavné meno
karimatky;Podstatne meno;karimatky;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mimoriadne;Prislovka;Mimoriadne;Príslovka
lahke;Pridavne meno;lahke;Podstatné meno
a;Spojka;a;Spojka
tenulinke;Pridavne meno;tenulinke;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Su;Sloveso;Su;Citoslovce
vhodne;Pridavne meno;vhodne;Príslovka
do;Predlozka;do;Predložka
tepleho;Pridavne meno;tepleho;Prídavné meno
letneho;Pridavne meno;letneho;Prídavné meno
pocasia;Podstatne meno;pocasia;Podstatné meno
,;Interpunkcia;,;Interpunkcia
od;Predlozka;od;Predložka
jesene;Podstatne meno;jesene;Podstatné meno
