svätoštefanskej;AAfs2x
legislácie;SSfs2
sú;VKepc+
tí;PFmp1
,;Z
ktorí;PAmp1
v;Eu4
nedeľu;SSfs4
neprídu;VKdpc-
do;Eu2
kostola;SSis2
,;Z
potrestaní;Gtmp1x
prísnejšie;Dy
–;Z
telesným;AAis7x
trestom;SSis7
.;Z
;
Cirkevný;AAis1x
trest;SSis1
spočíva;VKesc+
v;Eu6
pokání;SSns6
.;Z
;
Ide;VKesc+
vlastne;T
o;Eu4
stanovenie;SSns4
uhorského;AAis2x
cirkevného;AAis2x
kalendára;SSis2
.;Z
;
Prvý;NAms1
z;Eu2
apoštolov;SSmp2
patril;VLescm+
v;Eu6
celom;AAis6x
kresťanskom;AAis6x
svete;SSis6
k;Eu3
mimoriadne;Dx
uctievaným;Gtmp3x
svätcom;SSmp3
.;Z
;
V;Eu6
uhorských;AAip6x
zákonníkoch;SSip6
sa;R
stanovenie;SSns1
týchto;PFnp2
pôstnych;AAnp2x
období;SSnp2
objavuje;VKesc+
už;T
u;Eu2
sv;W
.;Z
Štefana;SSms2:r
.;Z
;
Kántrové;AAip1x
pôstne;AAip1x
dni;SSip1
sa;R
spomínajú;VKepc+
aj;O
v;Eu6
Ladislavových;AFip6x:r
a;O
Kolomanových;AFip6x:r
zákonoch;SSip6
.;Z
;
Najväčším;AAns7z
pôstnym;AAns7x
obdobím;SSns7
cirkevného;AAis2x
roka;SSis2
je;VKesc+
predveľkonočný;AAis1x
štyridsaťdňový;AAis1x
veľký;AAis1x
pôst;SSis1
–;Z
Quadragesima;SSfs1:r
.;Z
;
Svätoštefanská;AAfs1x
legislácia;SSfs1
predpokladá;VKesc+
,;Z
že;O
veriaci;SAmp1
budú;VBepc+
v;Eu4
nedeľu;SSfs4
chodiť;VIe+
do;Eu2
kostola;SSis2
.;Z
;
Presne;Dx
takúto;PAfs4
podobu;SSfs4
,;Z
teda;O
jednoduché;AAip4x
príkazy;SSip4
či;O
predpisy;SSip4
,;Z
majú;VKepc+
i;O
príslušné;AAnp1x
nariadenia;SSnp1
v;Eu6
sledovaných;Gtfp6x
kánonickoprávnych;AAfp6x
zbierkach;SSfp6
.;Z
;
Skupina;SSfs1
kánonov;SSip2
I;0
.;Z
ostrihomskej;AAfs2x
synody;SSfs2
sa;R
venuje;VKjsc+
stanoveniu;SSns3
obsahu;SSis2
bohoslužieb;SSfp2
a;O
príbuzným;AAip3x
kultovým;AAip3x
predpisom;SSip3
.;Z
;
Kláštory;SSip1
a;O
ich;PUmp1
opáti;SSmp1
sú;VKepc+
tu;PD
podriadení;Gtmp1x
diecéznym;AAmp3x
biskupom;SSmp3
,;Z
ktorých;PAmp2
povinnosťou;SSfs7
je;VKesc+
kláštory;SSip4
často;Dx
vizitovať;VIj+
.;Z
;
Posledný;NAis1
szabolcsský;AAis1x
kánon;SSis1
,;Z
ktorý;PAis1
sa;R
venuje;VKjsc+
kláštornému;AAis3x
životu;SSis3
nariaďuje;VKesc+
opátom;SSmp3
a;O
mníchom;SSmp3
,;Z
aby;OY
sa;R
nezúčastňovali;VLepcm-
na;Eu6
kalendových;AAnp6x
sedeniach;SSnp6
,;Z
ale;O
aby;OY
prijímali;VLepcm+
oblácie;SSfp4
ich;PUmp2
účastníkov;SSmp2
v;Eu6
kláštoroch;SSip6
.;Z
;
Všetky;PFfp1
ďalšie;AAfp1x
uhorské;AAfp1x
právne;AAfp1x
normy;SSfp1
,;Z
ktoré;PAfp1
reglementujú;VKepc+
život;SSis4
kláštorných;AAnp2x
spoločenstiev;SSnp2
nachádzame;VKepa+
potom;Dx
až;T
medzi;Eu7
kánonmi;SSip7
I;0
.;Z
ostrihomskej;AAfs2x
synody;SSfs2
.;Z
;
I;0
.;Z
ostrihomská;AAfs1x
synoda;SSfs1
rieši;VKesc+
sčasti;Dx
aj;T
otázku;SSfs4
práv;SSnp2
a;O
povinností;SSfp2
opáta;SSmp2
.;Z
;
Táto;PFfs1
výsada;SSfs1
pannonhalmského;AAms2x
opáta;SSms2
mohla;VLescf+
byť;VIe+
už;T
súčasťou;SSfs7
originálej;AAfs2x:q
listiny;SSfs2
.;Z
;
Z;Eu2
Odilonovho;AFis2x:r
listu;SSis2
Štefanovi;SSms3:r
I;0
.;Z
sa;R
dozvedáme;VKepa+
,;Z
že;O
clunyjský;AAms1x
opát;SSms1
a;O
prvý;NAms1
uhorský;AAms1x
kráľ;SSms1
boli;VLepcm+
vo;Ev6
vzájomnom;AAis6x
styku;SSis2
už;T
pred;Eu7
odoslaním;SSns7
tohto;PFis2
listu;SSis2
vzniknuvšieho;Gkis2x
medzi;Eu7
rokmi;SSip7
1031;0
–;Z
1038;0
.;Z
;
Okrem;Eu2
toho;PFns2
sa;R
v;Eu6
ňom;PFis6
môžeme;VKepa+
dočítať;VId+
,;Z
že;O
Odilo;SSms1:r
,;Z
vyhovejúc;VHd+
Štefanovej;AFfs3x:r
žiadosti;SSfs3
,;Z
zaslal;VLdscm+
do;Eu2
Uhorska;SSns2:r
relikvie;SSfp4
a;O
požiadal;VLdscm+
uhorského;AAms4x
kráľa;SSms4
,;Z
aby;OY
prijal;VLdscm+
pod;Eu4
ochranu;SSfs4
jeho;PUmp4
mníchov;SSmp4
,;Z
ktorí;PAmp1
mu;PFms3
list;SSis4
donesú;VKdpc+
a;O
aby;OY
im;PFmp3
poskytol;VLdscm+
všetku;PFfs4
podporu;SSfs4
.;Z
;
Akékoľvek;PAip1
doklady;SSip1
o;Eu6
Fulbertovom;AFis6x:r
ideovom;AAis6x
vplyve;SSis6
na;Eu4
Boniperta;SSms4:r
však;T
chýbajú;VKepc+
.;Z
;
Hugovi;AFmp1x:r
životopisci;SSmp1
nás;PPhp4
informujú;VKjpc+
o;Eu6
dobrom;AAis6x
výsledku;SSis6
účinkovania;SSns2
opáta;SSms2
v;Eu6
Uhorsku;SSns6:r
.;Z
;
Zdalo;VLescn+
by;Y
sa;R
teda;T
,;Z
že;O
Somogyvárske;AAns1x:r
opátstvo;SSns1
bude;VBesc+
vďaka;Eu3
zväzku;SSis3
so;Ev7
svojím;PFns7
materským;AAns7x
opátstvom;SSns7
súčasťou;SSfs7
clunyjskej;AAfs2x
„;Z
kongregácie;SSfs2
“;Z
.;Z
;
Preto;O
predpokladáme;VKepa+
,;Z
že;O
žili;VLepcm+
pomerne;T
izolovane;Dx
od;Eu2
ostatného;AAns2x
uhorského;AAns2x
mníšstva;SSns2
.;Z
;
Pri;Eu6
Hahótskom;AAis6x:r
kódexe;SSis6
je;VKesc+
to;PFns1
trochu;Dx
inak;PD
.;Z
;
Na;Eu4
prvý;NAis4
pohľad;SSis4
je;VKesc+
tu;PD
zrejmá;AAfs1x
podobnosť;SSfs1
so;Ev7
znením;SSns7
kánonov;SSip2
,;Z
ktoré;PAip1
sa;R
týkajú;VKepc+
rehoľníkov;SSmp2
.;Z
;
Regula;SSfs1
metského;AAms2x
biskupa;SSms2
podrobne;Dx
ustanovuje;VKesc+
i;T
podmienky;SSfp4
prijatia;SSns2
do;Eu2
spoločenstva;SSns2
kanonikov;SSmp2
a;O
v;Eu6
rámci;SSis6
nich;PFfp2
predpisuje;VKesc+
pre;Eu4
kandidáta;SSmp4
povinnosť;SSfs4
odovzdať;VId+
všetok;PFis4
majetok;SSis4
kostolu;SSis3
,;Z
pri;Eu6
ktorom;PAis6
mieni;VKesc+
pôsobiť;VIe+
.;Z
;
Ide;VKesc+
o;Eu4
ustanovenie;SSns4
o;Eu6
používaní;SSns6
latinčiny;SSfs2
v;Eu6
kapitule;SSfs6
.;Z
;
Už;Dx
sme;VKepa+
spomenuli;VLdpah+
,;Z
že;O
za;Eu2
Ladislavovej;AFfs2x:r
vlády;SSfs2
prichádza;VKesc+
k;Eu3
postupnej;AAfs3x
konsolidácii;SSfs3
pomerov;SSip2
v;Eu6
krajine;SSfs6
.;Z
;
Preto;O
szabolcsská;AAfs1x
synoda;SSfs1
schválila;VLdscf+
niekoľko;PUns4
kánonov;SSip2
,;Z
ktoré;PAip1
ich;PFmp4
mali;VLepci+
brániť;VIe+
pred;Eu7
takouto;PFfs7
ujmou;SSfs7
.;Z
;
Napriek;Eu3
tomu;PFns3
to;PFns1
však;T
neplatilo;VLescn-
bezvýhradne;Dx
.;Z
;
Nedokážeme;VKdpa-
uspokojivo;Dx
vysvetliť;VId+
,;Z
prečo;PD
uhorský;AAms1x
kráľ;SSms1
takto;PD
postupoval;VLescm+
.;Z
;
Osobitne;Dx
by;Y
sme;VKepa+
si;R
chceli;VLepah+
povšimnúť;VId+
právne;AAfp4x
normy;SSfp4
,;Z
v;Eu6
ktorých;PAfp6
ide;VKesc+
o;Eu4
odvádzanie;SSns4
desiatku;SSis2
klérom;SSis7
.;Z
;
Táto;PFfs1
povinnosť;SSfs1
sa;R
však;T
nevzťahovala;VLescf-
na;Eu4
produkty;SSip4
,;Z
ktoré;PAip1
sa;R
jednak;O
priamo;Dx
a;O
jednak;O
symbolicky;Dx
týkali;VLepci+
základných;AAip2x
prejavov;SSip2
kresťanského;AAis2x
kultu;SSis2
.;Z
;
Z;Eu2
obilia;SSns2
sa;R
robila;VLescf+
múka;SSfs1
a;O
z;Eu2
nej;PFfs2
sa;R
piekol;VLesci+
chlieb;SSis1
.;Z
;
V;Eu6
pivniciach;SSfp6
bolo;VLescn+
uskladnené;Gtns1x
víno;SSns1
.;Z
;
V;Eu6
tejto;PFfs6
kapitole;SSfs6
budeme;VBepa+
hovoriť;VIe+
o;Eu6
cirkevnoprávnych;AAfp6x
normách;SSfp6
,;Z
ktoré;PAfp1
reglementujú;VKepc+
podmienky;SSfp4
pre;Eu4
vznik;SSis4
,;Z
obsah;SSis4
a;O
zánik;SSis4
manželstva;SSns2
.;Z
;
Strata;SSfs1
slobody;SSfs2
na;Eu4
platnosť;SSfs4
uzavretého;AAns2x
manželstva;SSns2
podľa;Eu2
všetkého;PFns2
vplyv;SSis4
nemala;VLescf-
a;O
manželstvo;SSns1
zostalo;VLdscn+
právoplatné;AAns1x
.;Z
;
Tento;PFis4
delikt;SSis4
poznali;VLepci+
oba;NNip1
hlavné;AAip1x
zdroje;SSip1
cirkevného;AAns2x
práva;SSns2
–;Z
Biblia;SSfs1:r
i;O
rímske;AAns1x
právo;SSns1
.;Z
;
Kvalifikovanú;Gtfs4x
odpoveď;SSfs4
na;Eu4
tuto;PFfs4:q
otázku;SSfs4
však;T
budeme;VBepa+
môcť;VIe+
priniesť;VId+
až;T
po;Eu6
dôkladnej;AAfs6x
komparácii;SSfs6
s;Eu7
dobovými;AAfp7x
východnými;AAfp7x
právnymi;AAfp7x
pamiatkami;SSfp7
.;Z
;
Svätoštefanský;AAis1x
zákon;SSis1
pripúšťa;VKesc+
,;Z
aby;OY
sa;R
žena;SSfs1
,;Z
ktorú;PAfs4
manžel;SSms1
za;Eu2
istých;PAfp2
okolností;SSfp2
opustí;VKdsc+
,;Z
znovu;Dx
vydala;VLdscf+
.;Z
;
Čosi;PFns4
podobné;AAns4x
nariaďujú;VKepc+
i;T
uhorské;AAfp1x
právne;AAfp1x
normy;SSfp1
.;Z
;
(;Z
Cirkevnú;AAfs4x
sankciu;SSfs4
teda;T
zákon;SSis1
neobsahuje;VKesc-
.;Z
);Z
;
I;0
.;Z
ostrihomská;AAfs1x
synoda;SSfs1
nariaďuje;VKesc+
,;Z
že;O
únosca;SSms1
je;VKesc+
povinný;AAms1x
poskytnúť;VId+
postihnutým;SAmp3
majetkovú;AAfs4x
kompenzáciu;SSfs4
a;O
navyše;T
má;VKesc+
vykonať;VId+
aj;T
pokánie;SSns4
.;Z
;
V;Eu6
oblasti;SSfs6
manželského;AAns2x
práva;SSns2
je;VKesc+
teda;T
uhorské;AAns1x
ranoarpádovské;AAns1x
zákonodarstvo;SSns1
,;Z
ak;O
ho;PFns4
porovnávame;VKepa+
s;Eu7
dobovým;AAns7x
kánonickým;AAns7x
právom;SSns7
,;Z
nejednoznačné;AAns1x
.;Z
;
Najstaršie;AAfp1z
z;Eu2
nich;PFfp2
sa;R
objavujú;VKepc+
v;Eu6
I;0
.;Z
zákonníku;SSis6
sv;W
.;Z
Ladislava;SSms2:r
.;Z
;
Svedčia;VKepc+
o;Eu6
tom;PFns6
súdobé;AAfp1x
udalosti;SSfp1
späté;AAfp1x
s;Eu7
I;0
.;Z
križiackou;AAfs7x
výpravou;SSfs7
.;Z
;
Koloman;SSms1:r
mal;VLescm+
v;Eu6
súvislosti;SSfs6
so;Ev7
svojimi;PFfp7
hospodárskymi;AAfp7x
reformami;SSfp7
akiste;T
zámer;SSis4
profitovať;VIe+
z;Eu2
potenciálu;SSis2
oboch;NNfp2
týchto;PFfp2
skupín;SSfp2
obyvateľstva;SSns2
.;Z
;
Sledované;Gtfp1x
cirkevnoprávne;AAfp1x
zbierky;SSfp1
uvádzajú;VKepc+
v;Eu6
tejto;PFfs6
súvislosti;SSfs6
celý;AAis4x
rad;SSis4
predpisov;SSip2
.;Z
;
Právne;AAfp1x
normy;SSfp1
prijaté;Gtfp1x
počas;Eu2
Kolomanovho;AFns2x:r
panovania;SSns2
predstavujú;VKepc+
vrchol;SSis4
ranoarpádovského;AAns2x
cirkevnoprávneho;AAns2x
zákonodarstva;SSns2
.;Z
;
Všetky;PFfp1
tieto;PFfp1
ich;PUfp1
snahy;SSfp1
mali;VLepcf+
aj;T
svoju;PFfs4
právnu;AAfs4x
dimenziu;SSfs4
,;Z
vďaka;Eu3
čomu;PFns3
sa;R
v;Eu6
okolí;SSns6
reformných;AAmp2x
pápežov;SSmp2
vytvorilo;VLescn+
„;Z
nové;AAns1x
“;Z
reformné;AAns1x
kánonické;AAns1x
právo;SSns1
.;Z
;
Je;VKesc+
veľmi;Dx
pravdepodobné;AAns1x
,;Z
že;O
uhorskí;AAmp1x
zákonodarcovia;SSmp1
formulovali;VLjpcm+
príslušné;AAfp4x
právne;AAfp4x
normy;SSfp4
o;Eu6
celibáte;SSis6
pod;Eu7
vplyvom;SSis7
výziev;SSfp2
reformátorov;SSmp2
.;Z
;
Pri;Eu6
stanovení;SSns6
termínu;SSis2
veľkého;AAis2x
pôstu;SSis2
siahli;VLdpcm+
uhorskí;AAmp1x
zákonodarcovia;SSmp1
k;Eu3
jeho;PUfs3
starej;AAfs3x
východnej;AAfs3x
podobe;SSfs3
ešte;T
spred;Eu2
7;0
.;Z
storočia;SSns2
,;Z
ktorá;PAfs1
sa;R
v;Eu6
11;0
.;Z
storočí;SSns6
nepoužívala;VLescf-
už;T
ani;O
na;Eu6
kresťanskom;AAis6x
východe;SSis6
ani;O
na;Eu6
západe;SSis6
.;Z
;
Žiadne;PFfp1
z;Eu2
nich;PFfp2
nevykazujú;VKepc-
nejaké;PAip4
reformné;AAip4x
vplyvy;SSip4
.;Z
;
Uhorskí;AAmp1x
zákonodarcovia;SSmp1
vytvárali;VLepcm+
zákony;SSip4
a;O
kánony;SSip4
v;Eu6
prvom;NAis6
rade;SSis6
s;Eu7
ohľadom;SSis7
na;Eu4
konkrétne;AAfp4x
domáce;AAfp4x
podmienky;SSfp4
a;O
snaženia;SSnp1
reformátorov;SSmp2
boli;VLepcn+
pre;Eu4
nich;PFmp4
druhoradé;AAnp1x
.;Z
;
Stiahol;VLdscm+
páku;SSfs4
.;ZIP
;
Bolesť;SSfs1
povolila;VLdscf+
len;T
nepatrne;Dx
.;ZIP
;
"	";id=a-.f.2
Koľko;PUns1
je;VKesc+
teda;T
tých;PFip2
prstov;SSip2
,;ZIP
Winston;SSms5:r
?;ZIP
"	";id=a-.f.9
;
Ručička;SSfs1
vyskočila;VLdscf+
na;Eu4
šesťdesiat;NUns4
.;ZIP
;
Zastav;VMdsb+
to;PFns4
,;ZIP
zastav;VMdsb+
!;ZIP
;
Päť;NUns1
!;ZIP
;
Klameš;VKesb+
.;ZIP
;
Stále;Dx
si;R
myslíš;VKesb+
,;ZIP
že;O
sú;VKepc+
štyri;NNip1
.;ZIP
;
Päť;NUns1
!;ZIP
Štyri;NNip1
!;ZIP
;
Koľko;PUns4
chceš;VKesb+
.;ZIP
;
Z;Eu2
ničoho;PFns2
nič;PFns4
opäť;Dx
sedel;VLescm+
s;Eu7
O;Q
';ZIP
Brienom;SSms7:r
a;O
mal;VLescm+
ruku;SSfs4
na;Eu6
jeho;PUns6
ramene;SSns6
.;ZIP
;
Dva;NX
a;O
dva;NX
sú;VKepc+
štyri;NX
.;ZIP
"	";id=a-.al.6
;
Niekedy;PD
je;VKesc+
päť;NUns1
.;ZIP
;
Niekedy;PD
sú;VKepc+
tri;NX
.;ZIP
;
Položil;VLdscm+
Winstona;SSms4:r
na;Eu4
lôžko;SSns4
.;ZIP
;
Bolesť;SSfs1
zaplavila;VLdscf+
Winstonovo;AFns4x:r
telo;SSns4
.;ZIP
;
Tentoraz;Dx
zavrel;VLdscm+
oči;SSnp4
.;ZIP
;
Bolesť;SSfs1
opäť;Dx
ustúpila;VLdscf+
.;ZIP
;
Otvoril;VLdscm+
oči;SSnp4
.;ZIP
;
Podľa;Eu2
mňa;PPhs2
štyri;NNip1
.;ZIP
;
Snažím;VKesa+
sa;R
vidieť;VIe+
päť;NUns4
.;ZIP
"	";id=a-.m.5
;
Za;Eu7
jeho;PUfp7
stiahnutými;Gtfp7x
mihalnicami;SSfp7
sa;R
pohyboval;VLesci+
celý;AAis1x
les;SSis1
prstov;SSip2
v;Eu6
akomsi;PAis6
tanci;SSis6
,;ZIP
vykrúcal;VLesci+
sa;R
a;O
skrúcal;VLesci+
,;ZIP
strácal;VLesci+
sa;R
jeden;NFis1
za;Eu7
druhým;NAis7
a;O
znova;Dx
sa;R
objavoval;VLesci+
.;ZIP
;
Bolesť;SSfs1
opäť;Dx
pominula;VLdscf+
.;ZIP
;
"	";id=a-.y.2
Koľko;PUns4
prstov;SSip2
zdvíham;VKesa+
,;ZIP
Winston;SSms5:r
?;ZIP
"	";id=a-.y.7
;
"	";id=a-.z.2
Neviem;VKesa-
.;ZIP
;
Neviem;VKesa-
.;ZIP
;
Winstonovi;SSms3:r
sa;R
zapichla;VLdscf+
do;Eu2
ruky;SSfs2
ihla;SSfs1
.;ZIP
;
Otvoril;VLdscm+
oči;SSnp4
a;O
s;Eu7
vďakou;SSfs7
sa;R
zahľadel;VLdscm+
na;Eu4
O;Q
';ZIP
Briena;SSms4:r
.;ZIP
;
Keď;O
prehovoril;VLdscm+
,;ZIP
bolo;VLescn+
to;PFns1
v;Eu6
ľahkom;AAis6x
,;ZIP
konverzačnom;AAis6x
tóne;SSis6
.;ZIP
;
"	";id=a-.ar.2
Neviem;VKesa-
.;ZIP
;
"	";id=a-.au.2
A;T
vieš;VKesb+
,;ZIP
ako;PD
dlho;Dx
si;VKesb+
tu;PD
?;ZIP
"	";id=a-.au.9
;
"	";id=a-.av.2
Neviem;VKesa-
.;ZIP
;
Hádaj;VMesb+
znovu;Dx
.;ZIP
"	";id=a-.c.3
;
Stranu;SSfs4
nezaujímajú;VKepc-
konkrétne;AAip1x
činy;SSip1
:;ZIP
my;PPhp1
si;R
potrpíme;VKdpa+
len;T
na;Eu4
myšlienky;SSfp4
.;ZIP
;
Skláňal;VLescm+
sa;R
nad;Eu7
Winstonom;SSms7:r
.;ZIP
;
Nateraz;Dx
však;O
sa;R
O;Q
';ZIP
Brien;SSms1:r
odvrátil;VLdscm+
.;ZIP
;
V;Eu6
stredoveku;SSis6
jestvovala;VLescf+
inkvizícia;SSfs1
.;ZIP
;
Zlyhala;VLdscf+
.;ZIP
;
Nemeckí;AAmp1x
nacisti;SSmp1
a;O
ruskí;AAmp1x
komunisti;SSmp1
.;ZIP
;
Rusi;SSmp1
prenasledovali;VLepcm+
kacírstvo;SSns4
ešte;T
krutejšie;Dy
,;ZIP
než;O
inkvizícia;SSfs1
.;ZIP
;
My;PPhp1
takéto;PAfp4
chyby;SSfp4
nerobíme;VKepa-
.;ZIP
;
My;PPhp1
z;Eu2
nich;PFnp2
robíme;VKepa+
pravdu;SSfs4
.;ZIP
;
A;O
predovšetkým;T
,;ZIP
nedovoľujeme;VKepa-
mŕtvym;SAmp3
,;ZIP
aby;OY
povstali;VLdpcm+
proti;Eu3
nám;PPhp3
.;ZIP
;
Potomstvo;SSns1
sa;R
o;Eu6
tebe;PPhs6
nikdy;PD
nedozvie;VKdsc-
.;ZIP
;
Z;Eu2
dejinného;AAis2x
procesu;SSis2
ťa;PPhs4
načisto;Dx
odstránime;VKdpa+
.;ZIP
;
O;Q
';ZIP
Brien;SSms1:r
sa;R
zastavil;VLdscm+
,;ZIP
akoby;OY
Winston;SSms1:r
vyslovil;VLdscm+
tú;PFfs4
myšlienku;SSfs4
nahlas;Dx
.;ZIP
;
Jeho;PUfs1
veľká;AAfs1x
,;ZIP
odporná;AAfs1x
tvár;SSfs1
sa;R
priblížila;VLdscf+
,;ZIP
oči;SSnp1
sa;R
mu;PFms3
trochu;Dx
zúžili;VLdpcn+
.;ZIP
;
Si;VKesb+
škvrna;SSfs1
,;ZIP
ktorú;PAfs4
treba;Dx
zotrieť;VId+
.;ZIP
;
Neničíme;VKepa-
kacíra;SSms4
preto;PD
,;ZIP
že;O
nám;PPhp3
odporuje;VKesc+
";";ZIP
pokým;O
nám;PPhp3
odporuje;VKesc+
,;ZIP
neničíme;VKepa-
ho;PFms4
.;ZIP
;
Obraciame;VKepa+
ho;PFms4
,;ZIP
zmocňujeme;VKepa+
sa;R
jeho;PUns2
myslenia;SSns2
,;ZIP
pretvárame;VKepa+
ho;PFms4
.;ZIP
;
My;PPhp1
však;O
každému;PAms3
ponaprávame;VKdpa+
mozog;SSis4
do;Eu2
dokonalosti;SSfs2
,;ZIP
kým;O
mu;PFms3
ho;PFis4
vystrelíme;VKdpa+
.;ZIP
;
Každý;PAms1
sa;R
očistí;VKdsc+
.;ZIP
;
V;Eu6
čase;SSis6
,;ZIP
keď;O
sme;VKepa+
s;Eu7
nimi;PFmp7
skoncovali;VLdpah+
,;ZIP
boli;VLepcf+
to;PFns1
už;T
len;T
ľudské;AAfp1x
škrupiny;SSfp1
.;ZIP
;
A;T
Winstona;SSms4:r
najviac;Dz
deprimovalo;VLjscn+
vedomie;SSns1
jeho;PUfs2
vlastnej;AAfs2x
intelektuálnej;AAfs2x
menejcennosti;SSfs2
.;ZIP
;
O;Q
';ZIP
Brien;SSms1:r
bol;VLescm+
v;Eu6
každom;PAis6
ohľade;SSis6
väčší;AAms1y
,;ZIP
než;O
on;PFms1
.;ZIP
;
Jeho;PUis1
hlas;SSis1
opäť;Dx
sprísnel;VLdsci+
.;ZIP
;
Nikoho;PFms4
,;ZIP
kto;PFms1
raz;NSis4
vybočil;VLdscm+
,;ZIP
neušetríme;VKdpa-
.;ZIP
;
Budeš;VBesb+
dutý;AAms1x
.;ZIP
;
Winston;SSms1:r
poznal;VLescm+
,;ZIP
že;O
mu;PFms3
za;Eu4
hlavu;SSfs4
prisúvajú;VKepc+
akýsi;PAis4
ťažký;AAis4x
prístroj;SSis4
.;ZIP
;
Dva;NNip1
mäkké;AAip1x
,;ZIP
tak;T
trochu;Dx
navlhnuté;Gtip1x
vankúšiky;SSip1
,;ZIP
prikvačili;VLdpci+
Winstonovi;SSms3:r
sluchy;SSfp4
.;ZIP
;
Aj;O
keď;O
vo;Ev6
chvíli;SSfs6
,;ZIP
keď;O
sa;R
to;PFns1
stalo;VLdscn+
,;ZIP
ležal;VLescm+
na;Eu6
chrbte;SSis6
,;ZIP
mal;VLescm+
čudný;AAis4x
pocit;SSis4
,;ZIP
že;O
ho;PFms4
do;Eu2
tejto;PFfs2
polohy;SSfs2
niečo;PFns1
zrazilo;VLdscn+
.;ZIP
;
S;Eu7
ktorou;PAfs7
krajinou;SSfs7
je;VKesc+
Oceánia;SSfs1:r
vo;Ev6
vojne;SSfs6
?;ZIP
"	";id=a-.w.8
;
Od;Eu2
tvojho;PFis2
príchodu;SSis2
na;Eu4
svet;SSis4
,;ZIP
od;Eu2
vzniku;SSis2
Strany;SSfs2
,;ZIP
od;Eu2
začiatku;SSis2
dejín;SSfp2
trvá;VKesc+
stále;Dx
tá;PFfs1
istá;PAfs1
vojna;SSfs1
bez;Eu2
prestávky;SSfs2
.;ZIP
;
Nijaký;PAis1
taký;PAis1
papier;SSis1
neexistoval;VLesci-
.;ZIP
;
Spomínaš;VKesb+
si;R
na;Eu4
to;PFns4
?;ZIP
"	";id=a-.as.5
;
"	";id=a-.g.3
Áno;T
,;ZIP
"	";id=a-.g.5
prisvedčil;VLdscm+
Winston;SSms1:r
.;ZIP
;
Zhovára;VKesc+
sa;R
mi;PPhs3
s;Eu7
tebou;PPhs7
dobre;Dx
.;ZIP
;
Páči;VKesc+
sa;R
mi;PPhs3
tvoja;PFfs1
myseľ;SSfs1
.;ZIP
;
Strana;SSfs1
jestvuje;VKesc+
.;ZIP
;
Opäť;Dx
ho;PFms4
premohol;VLdsci+
pocit;SSis1
bezmocnosti;SSfs2
.;ZIP
;
Narodil;VLdsam+
som;VKesa+
sa;R
a;O
zomriem;VKdsa+
.;ZIP
;
Mám;VKesa+
ruky;SSfp4
i;O
nohy;SSfp4
.;ZIP
;
Winston;SSms1:r
ležal;VLescm+
mlčky;Dx
.;ZIP
;
Odvetil;VLdscm+
stroho;Dx
:;ZIP
;
Do;Eu2
Winstonovej;AFfs2x:r
ruky;SSfs2
sa;R
zapichla;VLdscf+
ihla;SSfs1
.;ZIP
;
Nemôžu;VKepc-
sa;R
.;ZIP
;
Vláda;SSfs1
Strany;SSfs2
potrvá;VKdsc+
navždy;Dx
.;ZIP
;
Opantal;VLdsci+
ho;PFms4
pocit;SSis1
únavy;SSfs2
.;ZIP
;
Má;VKesc+
to;PFns4
vpísané;Gtns4x
do;Eu2
tváre;SSfs2
.;ZIP
;
Pálčivá;AAfs1x
bolesť;SSfs1
mu;PFms3
preletela;VLdscf+
celým;AAns7x
telom;SSns7
.;ZIP
;
Stiahol;VLdscm+
páku;SSfs4
a;O
pokračoval;VLescm+
:;ZIP
;
Otroctvo;SSns1
je;VKesc+
sloboda;SSfs1
.;ZIP
;
Na;Eu4
chvíľu;SSfs4
Winston;SSms1:r
ignoroval;VLjscm+
ciferník;SSis4
.;ZIP
;
"	";id=a-.ah.2
To;PFns1
nie;T
je;VKesc-
dôležité;AAns1x
.;ZIP
;
Môžeme;VKepa+
ich;PFfp4
pripraviť;VId+
o;Eu4
existenciu;SSfs4
.;ZIP
;
Niektoré;PAfp1
sú;VKepc+
vzdialené;Gtfp1x
milióny;NSip4
svetelných;AAip2x
rokov;SSip2
.;ZIP
;
"	";id=a-.p.2
Niekedy;PD
to;PFns1
,;ZIP
samozrejme;T
,;ZIP
neplatí;VKesc-
.;ZIP
;
Tu;PD
nejde;VKesc-
o;Eu4
solipsizmus;SSis4
.;ZIP
;
Poslušnosť;SSfs1
nestačí;VKjsc-
.;ZIP
;
V;Eu6
budúcnosti;SSfs6
však;O
nebudú;VBepc-
ani;O
manželky;SSfp1
,;ZIP
ani;O
priatelia;SSmp1
.;ZIP
;
Deti;SSnp1
sa;R
budú;VBepc+
matkám;SSfp3
odnímať;VIe+
už;T
pri;Eu6
pôrode;SSis6
,;ZIP
ako;O
vajce;SSns1
sliepke;SSfs3
.;ZIP
;
Sexuálny;AAis4x
pud;SSis4
vyklčujeme;VKdpa+
.;ZIP
;
Odstránime;VKdpa+
orgazmus;SSis4
.;ZIP
;
Naši;PFmp1
neurológovia;SSmp1
pracujú;VKepc+
na;Eu6
tom;PFns6
už;T
teraz;Dx
.;ZIP
;
Nebude;VBesc-
jestvovať;VIe+
umenie;SSns1
,;ZIP
literatúra;SSfs1
,;ZIP
veda;SSfs1
.;ZIP
;
Nebude;VBesc-
jestvovať;VIe+
rozdiel;SSis1
medzi;Eu7
krásou;SSfs7
a;O
