Slovo;Slovný druh;Slovo2;Slovný druh2
I;Spojka;I;Číslica
križiackou;Prídavné meno;križiackou;Prídavné meno
výpravou;Podstatné meno;výpravou;Podstatné meno
Koloman;Podstatné meno;Koloman;Podstatné meno
mal;Skratka;mal;Sloveso
v;Predložka;v;Predložka
súvislosti;Podstatné meno;súvislosti;Podstatné meno
so;Predložka;so;Predložka
svojimi;Zámeno;svojimi;Zámeno
hospodárskymi;Prídavné meno;hospodárskymi;Prídavné meno
reformami;Podstatné meno;reformami;Podstatné meno
akiste;Častice;akiste;Častica
zámer;Podstatné meno;zámer;Podstatné meno
profitovať;Sloveso;profitovať;Sloveso
z;Podstatné meno;z;Predložka
potenciálu;Podstatné meno;potenciálu;Podstatné meno
oboch;Číslovka;oboch;Číslovka
týchto;Zámeno;týchto;Zámeno
skupín;Podstatné meno;skupín;Podstatné meno
obyvateľstva;Podstatné meno;obyvateľstva;Podstatné meno
Sledované;Prídavné meno;Sledované;Príčastie - Sloveso
cirkevnoprávne;Prídavné meno;cirkevnoprávne;Prídavné meno
zbierky;Podstatné meno;zbierky;Podstatné meno
uvádzajú;Sloveso;uvádzajú;Sloveso
v;Predložka;v;Predložka
tejto;Zámeno;tejto;Zámeno
súvislosti;Podstatné meno;súvislosti;Podstatné meno
celý;Prídavné meno;celý;Prídavné meno
rad;Podstatné meno;rad;Podstatné meno
predpisov;Podstatné meno;predpisov;Podstatné meno
Právne;Príslovka;Právne;Prídavné meno
normy;Podstatné meno;normy;Podstatné meno
prijaté;Prídavné meno;prijaté;Príčastie - Sloveso
počas;Predložka;počas;Predložka
panovania;Podstatné meno;panovania;Podstatné meno
predstavujú;Sloveso;predstavujú;Sloveso
vrchol;Podstatné meno;vrchol;Podstatné meno
cirkevnoprávneho;Prídavné meno;cirkevnoprávneho;Prídavné meno
zákonodarstva;Podstatné meno;zákonodarstva;Podstatné meno
Všetky;Zámeno;Všetky;Zámeno
tieto;Zámeno;tieto;Zámeno
ich;Zámeno;ich;Zámeno
snahy;Podstatné meno;snahy;Podstatné meno
mali;Sloveso;mali;Sloveso
aj;Citoslovce;aj;Častica
svoju;Zámeno;svoju;Zámeno
právnu;Prídavné meno;právnu;Prídavné meno
dimenziu;Podstatné meno;dimenziu;Podstatné meno
vďaka;Podstatné meno;vďaka;Predložka
čomu;Zámeno;čomu;Zámeno
sa;Zámeno;sa;Zvratné zámeno
v;Predložka;v;Predložka
okolí;Podstatné meno;okolí;Podstatné meno
reformných;Prídavné meno;reformných;Prídavné meno
pápežov;Prídavné meno;pápežov;Podstatné meno
vytvorilo;Sloveso;vytvorilo;Sloveso
nové;Prídavné meno;nové;Prídavné meno
reformné;Prídavné meno;reformné;Prídavné meno
kánonické;Prídavné meno;kánonické;Prídavné meno
právo;Podstatné meno;právo;Podstatné meno
Je;Sloveso;Je;Sloveso
veľmi;Príslovka;veľmi;Príslovka
pravdepodobné;Prídavné meno;pravdepodobné;Prídavné meno
že;Spojka;že;Spojka
uhorskí;Prídavné meno;uhorskí;Prídavné meno
zákonodarcovia;Podstatné meno;zákonodarcovia;Podstatné meno
formulovali;Sloveso;formulovali;Sloveso
príslušné;Prídavné meno;príslušné;Prídavné meno
právne;Príslovka;právne;Prídavné meno
normy;Podstatné meno;normy;Podstatné meno
o;Citoslovce;o;Predložka
celibáte;Podstatné meno;celibáte;Podstatné meno
pod;Predložka;pod;Predložka
vplyvom;Predložka;vplyvom;Podstatné meno
výziev;Podstatné meno;výziev;Podstatné meno
reformátorov;Podstatné meno;reformátorov;Podstatné meno
Pri;Predložka;Pri;Predložka
stanovení;Podstatné meno;stanovení;Podstatné meno
termínu;Podstatné meno;termínu;Podstatné meno
veľkého;Prídavné meno;veľkého;Prídavné meno
pôstu;Podstatné meno;pôstu;Podstatné meno
siahli;Sloveso;siahli;Sloveso
uhorskí;Prídavné meno;uhorskí;Prídavné meno
zákonodarcovia;Podstatné meno;zákonodarcovia;Podstatné meno
k;Podstatné meno;k;Predložka
jeho;Zámeno;jeho;Zámeno
starej;Sloveso;starej;Prídavné meno
východnej;Prídavné meno;východnej;Prídavné meno
podobe;Podstatné meno;podobe;Podstatné meno
ešte;Príslovka;ešte;Častica
spred;Predložka;spred;Predložka
storočia;Podstatné meno;storočia;Podstatné meno
ktorá;Zámeno;ktorá;Zámeno
sa;Zámeno;sa;Zvratné zámeno
v;Predložka;v;Predložka
storočí;Podstatné meno;storočí;Podstatné meno
už;Príslovka;už;Častica
ani;Spojka;ani;Spojka
na;Citoslovce;na;Predložka
kresťanskom;Prídavné meno;kresťanskom;Prídavné meno
východe;Podstatné meno;východe;Podstatné meno
ani;Spojka;ani;Spojka
na;Citoslovce;na;Predložka
západe;Podstatné meno;západe;Podstatné meno
Žiadne;Zámeno;Žiadne;Zámeno
z;Podstatné meno;z;Predložka
nich;Zámeno;nich;Zámeno
nejaké;Zámeno;nejaké;Zámeno
reformné;Prídavné meno;reformné;Prídavné meno
vplyvy;Podstatné meno;vplyvy;Podstatné meno
Uhorskí;Prídavné meno;Uhorskí;Prídavné meno
zákonodarcovia;Podstatné meno;zákonodarcovia;Podstatné meno
vytvárali;Sloveso;vytvárali;Sloveso
zákony;Podstatné meno;zákony;Podstatné meno
a;Spojka;a;Spojka
kánony;Podstatné meno;kánony;Podstatné meno
v;Predložka;v;Predložka
prvom;Číslovka;prvom;Číslovka
rade;Podstatné meno;rade;Podstatné meno
s;Podstatné meno;s;Predložka
ohľadom;Predložka;ohľadom;Podstatné meno
na;Citoslovce;na;Predložka
konkrétne;Príslovka;konkrétne;Prídavné meno
domáce;Podstatné meno;domáce;Prídavné meno
podmienky;Podstatné meno;podmienky;Podstatné meno
a;Spojka;a;Spojka
snaženia;Podstatné meno;snaženia;Podstatné meno
reformátorov;Podstatné meno;reformátorov;Podstatné meno
boli;Sloveso;boli;Sloveso
pre;Predložka;pre;Predložka
nich;Zámeno;nich;Zámeno
druhoradé;Prídavné meno;druhoradé;Prídavné meno
Stiahol;Sloveso;Stiahol;Sloveso
páku;Podstatné meno;páku;Podstatné meno
Bolesť;Podstatné meno;Bolesť;Podstatné meno
povolila;Sloveso;povolila;Sloveso
len;Spojka;len;Častica
nepatrne;Príslovka;nepatrne;Príslovka
Koľko;Zámeno;Koľko;Zámeno
je;Sloveso;je;Sloveso
teda;Spojka;teda;Častica
tých;Zámeno;tých;Zámeno
prstov;Podstatné meno;prstov;Podstatné meno
Ručička;Podstatné meno;Ručička;Podstatné meno
vyskočila;Sloveso;vyskočila;Sloveso
na;Citoslovce;na;Predložka
šesťdesiat;Číslovka;šesťdesiat;Číslovka
Zastav;Sloveso;Zastav;Sloveso
to;Zámeno;to;Zámeno
zastav;Sloveso;zastav;Sloveso
Päť;Číslovka;Päť;Číslovka
Klameš;Sloveso;Klameš;Sloveso
Stále;Príslovka;Stále;Príslovka
si;Zámeno;si;Zvratné zámeno
myslíš;Sloveso;myslíš;Sloveso
že;Spojka;že;Spojka
sú;Sloveso;sú;Sloveso
štyri;Číslovka;štyri;Číslovka
Päť;Číslovka;Päť;Číslovka
Štyri;Číslovka;Štyri;Číslovka
Koľko;Zámeno;Koľko;Zámeno
chceš;Sloveso;chceš;Sloveso
Z;Skratka;Z;Predložka
ničoho;Zámeno;ničoho;Zámeno
nič;Podstatné meno;nič;Zámeno
opäť;Príslovka;opäť;Príslovka
sedel;Sloveso;sedel;Sloveso
s;Podstatné meno;s;Predložka
O;Citoslovce;O;Neurčiteľný slovný druh
a;Spojka;a;Spojka
mal;Skratka;mal;Sloveso
ruku;Podstatné meno;ruku;Podstatné meno
na;Citoslovce;na;Predložka
jeho;Zámeno;jeho;Zámeno
ramene;Podstatné meno;ramene;Podstatné meno
Dva;Číslovka;Dva;Číslovka
a;Spojka;a;Spojka
dva;Číslovka;dva;Číslovka
sú;Sloveso;sú;Sloveso
štyri;Číslovka;štyri;Číslovka
Niekedy;Zámeno;Niekedy;Zámeno
je;Sloveso;je;Sloveso
päť;Číslovka;päť;Číslovka
Niekedy;Zámeno;Niekedy;Zámeno
sú;Sloveso;sú;Sloveso
tri;Číslovka;tri;Číslovka
Položil;Sloveso;Položil;Sloveso
na;Citoslovce;na;Predložka
lôžko;Podstatné meno;lôžko;Podstatné meno
Bolesť;Podstatné meno;Bolesť;Podstatné meno
zaplavila;Sloveso;zaplavila;Sloveso
telo;Podstatné meno;telo;Podstatné meno
Tentoraz;Príslovka;Tentoraz;Príslovka
zavrel;Sloveso;zavrel;Sloveso
oči;Podstatné meno;oči;Podstatné meno
Bolesť;Podstatné meno;Bolesť;Podstatné meno
opäť;Príslovka;opäť;Príslovka
ustúpila;Sloveso;ustúpila;Sloveso
Otvoril;Sloveso;Otvoril;Sloveso
oči;Podstatné meno;oči;Podstatné meno
Podľa;Predložka;Podľa;Predložka
mňa;Zámeno;mňa;Zámeno
štyri;Číslovka;štyri;Číslovka
Snažím;Sloveso;Snažím;Sloveso
sa;Zámeno;sa;Zvratné zámeno
vidieť;Sloveso;vidieť;Sloveso
päť;Číslovka;päť;Číslovka
Za;Predložka;Za;Predložka
jeho;Zámeno;jeho;Zámeno
stiahnutými;Prídavné meno;stiahnutými;Príčastie - Sloveso
mihalnicami;Podstatné meno;mihalnicami;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
pohyboval;Sloveso;pohyboval;Sloveso
celý;Prídavné meno;celý;Prídavné meno
les;Podstatné meno;les;Podstatné meno
prstov;Podstatné meno;prstov;Podstatné meno
v;Predložka;v;Predložka
akomsi;Zámeno;akomsi;Zámeno
tanci;Podstatné meno;tanci;Podstatné meno
vykrúcal;Sloveso;vykrúcal;Sloveso
sa;Zámeno;sa;Zvratné zámeno
a;Spojka;a;Spojka
skrúcal;Sloveso;skrúcal;Sloveso
strácal;Sloveso;strácal;Sloveso
sa;Zámeno;sa;Zvratné zámeno
jeden;Číslovka;jeden;Číslovka
za;Predložka;za;Predložka
druhým;Číslovka;druhým;Číslovka
a;Spojka;a;Spojka
znova;Príslovka;znova;Príslovka
sa;Zámeno;sa;Zvratné zámeno
objavoval;Sloveso;objavoval;Sloveso
Bolesť;Podstatné meno;Bolesť;Podstatné meno
opäť;Príslovka;opäť;Príslovka
pominula;Sloveso;pominula;Sloveso
Koľko;Zámeno;Koľko;Zámeno
prstov;Podstatné meno;prstov;Podstatné meno
zdvíham;Sloveso;zdvíham;Sloveso
Neviem;Častice;Neviem;Sloveso
Neviem;Častice;Neviem;Sloveso
sa;Zámeno;sa;Zvratné zámeno
zapichla;Sloveso;zapichla;Sloveso
do;Citoslovce;do;Predložka
ruky;Podstatné meno;ruky;Podstatné meno
ihla;Podstatné meno;ihla;Podstatné meno
Otvoril;Sloveso;Otvoril;Sloveso
oči;Podstatné meno;oči;Podstatné meno
a;Spojka;a;Spojka
s;Podstatné meno;s;Predložka
vďakou;Podstatné meno;vďakou;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
zahľadel;Sloveso;zahľadel;Sloveso
na;Citoslovce;na;Predložka
O;Citoslovce;O;Neurčiteľný slovný druh
Keď;Spojka;Keď;Spojka
prehovoril;Sloveso;prehovoril;Sloveso
bolo;Sloveso;bolo;Sloveso
to;Zámeno;to;Zámeno
v;Predložka;v;Predložka
ľahkom;Prídavné meno;ľahkom;Prídavné meno
konverzačnom;Prídavné meno;konverzačnom;Prídavné meno
tóne;Podstatné meno;tóne;Podstatné meno
Neviem;Častice;Neviem;Sloveso
A;Spojka;A;Častica
vieš;Sloveso;vieš;Sloveso
ako;Spojka;ako;Zámeno
dlho;Príslovka;dlho;Príslovka
si;Zámeno;si;Sloveso
tu;Príslovka;tu;Zámeno
Neviem;Častice;Neviem;Sloveso
Hádaj;Sloveso;Hádaj;Sloveso
znovu;Príslovka;znovu;Príslovka
Stranu;Podstatné meno;Stranu;Podstatné meno
konkrétne;Príslovka;konkrétne;Prídavné meno
činy;Podstatné meno;činy;Podstatné meno
my;Zámeno;my;Zámeno
si;Zámeno;si;Zvratné zámeno
potrpíme;Sloveso;potrpíme;Sloveso
len;Spojka;len;Častica
na;Citoslovce;na;Predložka
myšlienky;Podstatné meno;myšlienky;Podstatné meno
Skláňal;Sloveso;Skláňal;Sloveso
sa;Zámeno;sa;Zvratné zámeno
nad;Predložka;nad;Predložka
Nateraz;Príslovka;Nateraz;Príslovka
však;Spojka;však;Spojka
sa;Zámeno;sa;Zvratné zámeno
O;Citoslovce;O;Neurčiteľný slovný druh
odvrátil;Sloveso;odvrátil;Sloveso
V;Skratka;V;Predložka
stredoveku;Podstatné meno;stredoveku;Podstatné meno
jestvovala;Sloveso;jestvovala;Sloveso
inkvizícia;Podstatné meno;inkvizícia;Podstatné meno
Zlyhala;Sloveso;Zlyhala;Sloveso
Nemeckí;Prídavné meno;Nemeckí;Prídavné meno
nacisti;Podstatné meno;nacisti;Podstatné meno
a;Spojka;a;Spojka
ruskí;Prídavné meno;ruskí;Prídavné meno
komunisti;Podstatné meno;komunisti;Podstatné meno
Rusi;Podstatné meno;Rusi;Podstatné meno
prenasledovali;Sloveso;prenasledovali;Sloveso
kacírstvo;Podstatné meno;kacírstvo;Podstatné meno
ešte;Príslovka;ešte;Častica
krutejšie;Prídavné meno;krutejšie;Príslovka
než;Spojka;než;Spojka
inkvizícia;Podstatné meno;inkvizícia;Podstatné meno
My;Zámeno;My;Zámeno
takéto;Zámeno;takéto;Zámeno
chyby;Podstatné meno;chyby;Podstatné meno
My;Zámeno;My;Zámeno
z;Podstatné meno;z;Predložka
nich;Zámeno;nich;Zámeno
robíme;Sloveso;robíme;Sloveso
pravdu;Podstatné meno;pravdu;Podstatné meno
A;Spojka;A;Spojka
predovšetkým;Častice;predovšetkým;Častica
mŕtvym;Podstatné meno;mŕtvym;Podstatné meno
aby;Spojka;aby;Spojka
povstali;Sloveso;povstali;Sloveso
proti;Príslovka;proti;Predložka
nám;Zámeno;nám;Zámeno
Potomstvo;Podstatné meno;Potomstvo;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
o;Citoslovce;o;Predložka
tebe;Zámeno;tebe;Zámeno
nikdy;Zámeno;nikdy;Zámeno
Z;Skratka;Z;Predložka
dejinného;Prídavné meno;dejinného;Prídavné meno
procesu;Podstatné meno;procesu;Podstatné meno
ťa;Zámeno;ťa;Zámeno
načisto;Príslovka;načisto;Príslovka
odstránime;Sloveso;odstránime;Sloveso
O;Citoslovce;O;Neurčiteľný slovný druh
sa;Zámeno;sa;Zvratné zámeno
zastavil;Sloveso;zastavil;Sloveso
akoby;Spojka;akoby;Spojka
vyslovil;Sloveso;vyslovil;Sloveso
tú;Zámeno;tú;Zámeno
myšlienku;Podstatné meno;myšlienku;Podstatné meno
nahlas;Príslovka;nahlas;Príslovka
Jeho;Zámeno;Jeho;Zámeno
veľká;Prídavné meno;veľká;Prídavné meno
odporná;Prídavné meno;odporná;Prídavné meno
tvár;Podstatné meno;tvár;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
priblížila;Sloveso;priblížila;Sloveso
oči;Podstatné meno;oči;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
mu;Zámeno;mu;Zámeno
trochu;Číslovka;trochu;Príslovka
zúžili;Sloveso;zúžili;Sloveso
Si;Zámeno;Si;Sloveso
škvrna;Podstatné meno;škvrna;Podstatné meno
ktorú;Zámeno;ktorú;Zámeno
treba;Príslovka;treba;Príslovka
zotrieť;Sloveso;zotrieť;Sloveso
kacíra;Podstatné meno;kacíra;Podstatné meno
preto;Spojka;preto;Zámeno
že;Spojka;že;Spojka
nám;Zámeno;nám;Zámeno
odporuje;Sloveso;odporuje;Sloveso
pokým;Spojka;pokým;Spojka
nám;Zámeno;nám;Zámeno
odporuje;Sloveso;odporuje;Sloveso
ho;Zámeno;ho;Zámeno
Obraciame;Sloveso;Obraciame;Sloveso
ho;Zámeno;ho;Zámeno
zmocňujeme;Sloveso;zmocňujeme;Sloveso
sa;Zámeno;sa;Zvratné zámeno
jeho;Zámeno;jeho;Zámeno
myslenia;Podstatné meno;myslenia;Podstatné meno
pretvárame;Sloveso;pretvárame;Sloveso
ho;Zámeno;ho;Zámeno
My;Zámeno;My;Zámeno
však;Spojka;však;Spojka
každému;Zámeno;každému;Zámeno
ponaprávame;Sloveso;ponaprávame;Sloveso
mozog;Podstatné meno;mozog;Podstatné meno
do;Citoslovce;do;Predložka
dokonalosti;Podstatné meno;dokonalosti;Podstatné meno
kým;Spojka;kým;Spojka
mu;Zámeno;mu;Zámeno
ho;Zámeno;ho;Zámeno
vystrelíme;Sloveso;vystrelíme;Sloveso
Každý;Zámeno;Každý;Zámeno
sa;Zámeno;sa;Zvratné zámeno
očistí;Sloveso;očistí;Sloveso
V;Skratka;V;Predložka
čase;Podstatné meno;čase;Podstatné meno
keď;Spojka;keď;Spojka
sme;Sloveso;sme;Sloveso
s;Podstatné meno;s;Predložka
nimi;Zámeno;nimi;Zámeno
skoncovali;Sloveso;skoncovali;Sloveso
boli;Sloveso;boli;Sloveso
to;Zámeno;to;Zámeno
už;Príslovka;už;Častica
len;Spojka;len;Častica
ľudské;Prídavné meno;ľudské;Prídavné meno
škrupiny;Podstatné meno;škrupiny;Podstatné meno
A;Spojka;A;Častica
najviac;Číslovka;najviac;Príslovka
deprimovalo;Sloveso;deprimovalo;Sloveso
vedomie;Podstatné meno;vedomie;Podstatné meno
jeho;Zámeno;jeho;Zámeno
vlastnej;Prídavné meno;vlastnej;Prídavné meno
intelektuálnej;Prídavné meno;intelektuálnej;Prídavné meno
menejcennosti;Podstatné meno;menejcennosti;Podstatné meno
O;Citoslovce;O;Neurčiteľný slovný druh
bol;Podstatné meno;bol;Sloveso
v;Predložka;v;Predložka
každom;Zámeno;každom;Zámeno
ohľade;Podstatné meno;ohľade;Podstatné meno
väčší;Prídavné meno;väčší;Prídavné meno
než;Spojka;než;Spojka
on;Zámeno;on;Zámeno
Jeho;Zámeno;Jeho;Zámeno
hlas;Podstatné meno;hlas;Podstatné meno
opäť;Príslovka;opäť;Príslovka
sprísnel;Sloveso;sprísnel;Sloveso
Nikoho;Zámeno;Nikoho;Zámeno
kto;Zámeno;kto;Zámeno
raz;Číslovka;raz;Číslovka
vybočil;Sloveso;vybočil;Sloveso
Budeš;Sloveso;Budeš;Sloveso
dutý;Prídavné meno;dutý;Prídavné meno
poznal;Sloveso;poznal;Sloveso
že;Spojka;že;Spojka
mu;Zámeno;mu;Zámeno
za;Predložka;za;Predložka
hlavu;Podstatné meno;hlavu;Podstatné meno
prisúvajú;Sloveso;prisúvajú;Sloveso
akýsi;Zámeno;akýsi;Zámeno
ťažký;Prídavné meno;ťažký;Prídavné meno
prístroj;Podstatné meno;prístroj;Podstatné meno
Dva;Číslovka;Dva;Číslovka
mäkké;Prídavné meno;mäkké;Prídavné meno
tak;Príslovka;tak;Častica
trochu;Číslovka;trochu;Príslovka
vankúšiky;Podstatné meno;vankúšiky;Podstatné meno
prikvačili;Sloveso;prikvačili;Sloveso
sluchy;Podstatné meno;sluchy;Podstatné meno
Aj;Citoslovce;Aj;Spojka
keď;Spojka;keď;Spojka
vo;Predložka;vo;Predložka
chvíli;Podstatné meno;chvíli;Podstatné meno
keď;Spojka;keď;Spojka
sa;Zámeno;sa;Zvratné zámeno
to;Zámeno;to;Zámeno
stalo;Sloveso;stalo;Sloveso
ležal;Sloveso;ležal;Sloveso
na;Citoslovce;na;Predložka
chrbte;Podstatné meno;chrbte;Podstatné meno
mal;Skratka;mal;Sloveso
čudný;Prídavné meno;čudný;Prídavné meno
pocit;Podstatné meno;pocit;Podstatné meno
že;Spojka;že;Spojka
ho;Zámeno;ho;Zámeno
do;Citoslovce;do;Predložka
tejto;Zámeno;tejto;Zámeno
polohy;Podstatné meno;polohy;Podstatné meno
niečo;Zámeno;niečo;Zámeno
zrazilo;Sloveso;zrazilo;Sloveso
S;Skratka;S;Predložka
ktorou;Zámeno;ktorou;Zámeno
krajinou;Podstatné meno;krajinou;Podstatné meno
je;Sloveso;je;Sloveso
vo;Predložka;vo;Predložka
vojne;Podstatné meno;vojne;Podstatné meno
Od;Predložka;Od;Predložka
tvojho;Zámeno;tvojho;Zámeno
príchodu;Podstatné meno;príchodu;Podstatné meno
na;Citoslovce;na;Predložka
svet;Podstatné meno;svet;Podstatné meno
od;Predložka;od;Predložka
vzniku;Podstatné meno;vzniku;Podstatné meno
Strany;Podstatné meno;Strany;Podstatné meno
od;Predložka;od;Predložka
začiatku;Podstatné meno;začiatku;Podstatné meno
dejín;Podstatné meno;dejín;Podstatné meno
trvá;Sloveso;trvá;Sloveso
stále;Príslovka;stále;Príslovka
tá;Zámeno;tá;Zámeno
istá;Prídavné meno;istá;Zámeno
vojna;Podstatné meno;vojna;Podstatné meno
bez;Predložka;bez;Predložka
prestávky;Podstatné meno;prestávky;Podstatné meno
Nijaký;Zámeno;Nijaký;Zámeno
taký;Zámeno;taký;Zámeno
papier;Podstatné meno;papier;Podstatné meno
Spomínaš;Sloveso;Spomínaš;Sloveso
si;Zámeno;si;Zvratné zámeno
na;Citoslovce;na;Predložka
to;Zámeno;to;Zámeno
Áno;Citoslovce;Áno;Častica
prisvedčil;Sloveso;prisvedčil;Sloveso
Zhovára;Sloveso;Zhovára;Sloveso
sa;Zámeno;sa;Zvratné zámeno
mi;Zámeno;mi;Zámeno
s;Podstatné meno;s;Predložka
tebou;Zámeno;tebou;Zámeno
dobre;Príslovka;dobre;Príslovka
Páči;Sloveso;Páči;Sloveso
sa;Zámeno;sa;Zvratné zámeno
mi;Zámeno;mi;Zámeno
tvoja;Zámeno;tvoja;Zámeno
myseľ;Podstatné meno;myseľ;Podstatné meno
Strana;Podstatné meno;Strana;Podstatné meno
jestvuje;Sloveso;jestvuje;Sloveso
Opäť;Príslovka;Opäť;Príslovka
ho;Zámeno;ho;Zámeno
premohol;Sloveso;premohol;Sloveso
pocit;Podstatné meno;pocit;Podstatné meno
bezmocnosti;Podstatné meno;bezmocnosti;Podstatné meno
Narodil;Sloveso;Narodil;Sloveso
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
a;Spojka;a;Spojka
zomriem;Sloveso;zomriem;Sloveso
Mám;Sloveso;Mám;Sloveso
ruky;Podstatné meno;ruky;Podstatné meno
i;Spojka;i;Spojka
nohy;Podstatné meno;nohy;Podstatné meno
ležal;Sloveso;ležal;Sloveso
mlčky;Príslovka;mlčky;Príslovka
Odvetil;Sloveso;Odvetil;Sloveso
stroho;Príslovka;stroho;Príslovka
Do;Citoslovce;Do;Predložka
ruky;Podstatné meno;ruky;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
zapichla;Sloveso;zapichla;Sloveso
ihla;Podstatné meno;ihla;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
Vláda;Podstatné meno;Vláda;Podstatné meno
Strany;Podstatné meno;Strany;Podstatné meno
potrvá;Sloveso;potrvá;Sloveso
navždy;Príslovka;navždy;Príslovka
Opantal;Sloveso;Opantal;Sloveso
ho;Zámeno;ho;Zámeno
pocit;Podstatné meno;pocit;Podstatné meno
únavy;Podstatné meno;únavy;Podstatné meno
Má;Sloveso;Má;Sloveso
to;Zámeno;to;Zámeno
do;Citoslovce;do;Predložka
tváre;Podstatné meno;tváre;Podstatné meno
Pálčivá;Prídavné meno;Pálčivá;Prídavné meno
bolesť;Podstatné meno;bolesť;Podstatné meno
mu;Zámeno;mu;Zámeno
preletela;Sloveso;preletela;Sloveso
celým;Prídavné meno;celým;Prídavné meno
telom;Podstatné meno;telom;Podstatné meno
Stiahol;Sloveso;Stiahol;Sloveso
páku;Podstatné meno;páku;Podstatné meno
a;Spojka;a;Spojka
pokračoval;Sloveso;pokračoval;Sloveso
Otroctvo;Podstatné meno;Otroctvo;Podstatné meno
je;Sloveso;je;Sloveso
sloboda;Podstatné meno;sloboda;Podstatné meno
Na;Skratka;Na;Predložka
chvíľu;Príslovka;chvíľu;Podstatné meno
ignoroval;Sloveso;ignoroval;Sloveso
ciferník;Podstatné meno;ciferník;Podstatné meno
To;Zámeno;To;Zámeno
nie;Častice;nie;Častica
je;Sloveso;je;Sloveso
dôležité;Prídavné meno;dôležité;Prídavné meno
Môžeme;Sloveso;Môžeme;Sloveso
ich;Zámeno;ich;Zámeno
pripraviť;Sloveso;pripraviť;Sloveso
o;Citoslovce;o;Predložka
existenciu;Podstatné meno;existenciu;Podstatné meno
Niektoré;Zámeno;Niektoré;Zámeno
sú;Sloveso;sú;Sloveso
vzdialené;Prídavné meno;vzdialené;Príčastie - Sloveso
milióny;Podstatné meno;milióny;Číslovka
svetelných;Prídavné meno;svetelných;Prídavné meno
rokov;Podstatné meno;rokov;Podstatné meno
Niekedy;Zámeno;Niekedy;Zámeno
to;Zámeno;to;Zámeno
samozrejme;Príslovka;samozrejme;Častica
Tu;Príslovka;Tu;Zámeno
o;Citoslovce;o;Predložka
Poslušnosť;Podstatné meno;Poslušnosť;Podstatné meno
V;Skratka;V;Predložka
budúcnosti;Podstatné meno;budúcnosti;Podstatné meno
však;Spojka;však;Spojka
ani;Spojka;ani;Spojka
manželky;Podstatné meno;manželky;Podstatné meno
ani;Spojka;ani;Spojka
priatelia;Sloveso;priatelia;Podstatné meno
Deti;Podstatné meno;Deti;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
budú;Sloveso;budú;Sloveso
matkám;Podstatné meno;matkám;Podstatné meno
odnímať;Sloveso;odnímať;Sloveso
už;Príslovka;už;Častica
pri;Predložka;pri;Predložka
pôrode;Podstatné meno;pôrode;Podstatné meno
ako;Spojka;ako;Spojka
vajce;Podstatné meno;vajce;Podstatné meno
sliepke;Podstatné meno;sliepke;Podstatné meno
Sexuálny;Prídavné meno;Sexuálny;Prídavné meno
pud;Podstatné meno;pud;Podstatné meno
vyklčujeme;Sloveso;vyklčujeme;Sloveso
Odstránime;Sloveso;Odstránime;Sloveso
orgazmus;Podstatné meno;orgazmus;Podstatné meno
Naši;Zámeno;Naši;Zámeno
neurológovia;Podstatné meno;neurológovia;Podstatné meno
pracujú;Sloveso;pracujú;Sloveso
na;Citoslovce;na;Predložka
tom;Zámeno;tom;Zámeno
už;Príslovka;už;Častica
teraz;Príslovka;teraz;Príslovka
jestvovať;Sloveso;jestvovať;Sloveso
umenie;Podstatné meno;umenie;Podstatné meno
literatúra;Podstatné meno;literatúra;Podstatné meno
veda;Podstatné meno;veda;Podstatné meno
jestvovať;Sloveso;jestvovať;Sloveso
rozdiel;Podstatné meno;rozdiel;Podstatné meno
medzi;Predložka;medzi;Predložka
krásou;Podstatné meno;krásou;Podstatné meno
a;Spojka;a;Spojka
ošklivosťou;Podstatné meno;ošklivosťou;Podstatné meno
jestvovať;Sloveso;jestvovať;Sloveso
zvedavosť;Podstatné meno;zvedavosť;Podstatné meno
radosť;Podstatné meno;radosť;Podstatné meno
zo;Častice;zo;Predložka
života;Podstatné meno;života;Podstatné meno
Všetky;Zámeno;Všetky;Zámeno
pôžitky;Podstatné meno;pôžitky;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
zničia;Sloveso;zničia;Sloveso
a;Spojka;a;Spojka
jeho;Zámeno;jeho;Zámeno
kacírstva;Podstatné meno;kacírstva;Podstatné meno
budú;Sloveso;budú;Sloveso
žiť;Sloveso;žiť;Sloveso
naveky;Príslovka;naveky;Príslovka
Každý;Zámeno;Každý;Zámeno
deň;Podstatné meno;deň;Podstatné meno
každú;Zámeno;každú;Zámeno
chvíľu;Príslovka;chvíľu;Podstatné meno
budú;Sloveso;budú;Sloveso
a;Spojka;a;Spojka
napriek;Príslovka;napriek;Predložka
tomu;Zámeno;tomu;Zámeno
vždy;Príslovka;vždy;Zámeno
prežijú;Sloveso;prežijú;Sloveso
Takýto;Zámeno;Takýto;Zámeno
svet;Podstatné meno;svet;Podstatné meno
